project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q19-1364,2021-08-20,Q19-1364,116.5,,,0,0,0.0,,,A
Q20-1385,2021-09-02,Q20-1385,136.2,,6.0,6,6,3348000.0,,,A
Q20-1410,2021-08-18,Q20-1410,500.0,,1.0,1,1,5429000.0,,,A
Q20-1445,2021-08-28,Q20-1445,721.6,,11.0,11,11,25880000.0,,,B
Q20-1476,2021-09-01,Q20-1476,109.6,,2.0,2,2,652000.0,,,C
Q20-1512,2021-08-23,Q20-1512,159.8,,6.0,6,6,13092000.0,,,C
Q20-1517,2021-08-16,Q20-1517,95.5,,5.0,5,5,18905000.0,544.0,,A
Q20-1520,2021-08-30,Q20-1520,44.6,,3.0,3,3,1292000.0,546.0,,C
Q20-1553,2021-08-25,Q20-1553,148.7,,15.0,15,15,3921000.0,,,A
Q20-1564,2021-09-02,Q20-1564,122.0,,2.0,2,2,1158000.0,,,A
Q20-1588,2021-08-24,Q20-1588,204.6,,11.0,11,9,2659000.0,612.0,,B
Q19-1294,2021-09-15,Q19-1294,1200.0,,25.0,25,25,119151000.0,,,A
Q19-1301,2021-09-18,Q19-1301,242.2,,5.0,5,5,42300000.0,339.0,,B
Q19-1359,2021-09-20,Q19-1359,201.9,,,0,0,0.0,389.0,,B
Q20-1373,2021-09-19,Q20-1373,56.8,,,0,0,0.0,400.0,,A
Q20-1382,2021-09-18,Q20-1382,1500.0,,9.0,9,9,88188000.0,,,A
Q20-1396,2021-10-04,Q20-1396,150.6,,1.0,1,1,29000.0,418.0,,A
Q20-1398,2021-09-19,Q20-1398,73.7,,1.0,1,1,1173000.0,,,A
Q20-1401,2021-09-17,Q20-1401,115.5,,14.0,14,11,60322000.0,,,C
Q20-1423,2021-09-19,Q20-1423,218.7,,9.0,9,9,5768000.0,,,C
Q20-1451,2021-09-26,Q20-1451,256.9,,,0,0,0.0,,,A
Q20-1464,2021-09-16,Q20-1464,64.6,,4.0,4,4,13353000.0,,,B
Q20-1497,2021-09-23,Q20-1497,98.0,,7.0,7,7,24763000.0,,,B
Q20-1529,2021-09-29,Q20-1529,109.0,,2.0,2,2,493000.0,,,A
Q20-1550,2021-09-19,Q20-1550,209.0,,13.0,13,13,42944000.0,,,A
Q20-1562,2021-09-19,Q20-1562,114.5,,19.0,19,19,5131000.0,,,A
Q20-1602,2021-09-19,Q20-1602,164.8,,2.0,2,2,147000.0,,,C
Q19-1292,2021-10-22,Q19-1292,259.0,,,0,0,0.0,320.0,,B
Q19-1293,2021-10-24,Q19-1293,195.3,,,0,0,0.0,321.0,,A
Q19-1300,2021-10-16,Q19-1300,91.8,,,0,0,0.0,325.0,,C
Q19-1337,2021-10-17,Q19-1337,231.2,,7.0,7,6,13557000.0,,,C
Q20-1383,2021-10-21,Q20-1383,382.7,,10.0,10,10,101272000.0,,,A
Q20-1404,2021-10-18,Q20-1404,136.5,,1.0,1,1,92000.0,,,A
Q20-1424,2021-10-27,Q20-1424,305.9,,,0,0,0.0,,,A
Q20-1444,2021-10-17,Q20-1444,128.1,,,0,0,0.0,447.0,,A
Q20-1470,2021-10-24,Q20-1470,127.9,,,0,0,0.0,471.0,,C
Q20-1491,2021-10-15,Q20-1491,363.4,,3.0,3,3,54479000.0,,,A
Q20-1533,2021-10-19,Q20-1533,162.5,,3.0,3,2,384000.0,530.0,,C
Q20-1534,2021-10-21,Q20-1534,110.8,,4.0,4,4,7784000.0,,,C
Q20-1539,2021-10-28,Q20-1539,216.0,,13.0,13,12,75332000.0,,,A
Q20-1544,2021-10-28,Q20-1544,51.5,,,0,0,0.0,541.0,,A
Q20-1545,2021-10-17,Q20-1545,636.1,,25.0,25,25,73090000.0,542.0,,A
Q20-1572,2021-10-15,Q20-1572,72.2,,21.0,21,21,16249000.0,567.0,,C
Q20-1589,2021-10-28,Q20-1589,43.0,,5.0,5,5,3204000.0,,,A
Q20-1590,2021-10-29,Q20-1590,101.5,,7.0,7,7,13414000.0,,,A
Q20-1600,2021-10-29,Q20-1600,83.2,,2.0,2,2,1444000.0,,,A
Q20-1601,2021-11-03,Q20-1601,215.6,,,0,0,0.0,,,A
Q20-1606,2021-10-27,Q20-1606,202.0,,8.0,8,8,41038000.0,599.0,,A
Q20-1621,2021-10-27,Q20-1621,210.6,,25.0,25,25,72796000.0,,,A
Q19-1305,2021-12-02,Q19-1305,87.7,,,0,0,0.0,,,C
Q19-1307,2021-11-30,Q19-1307,182.9,,,0,0,0.0,317.0,,C
Q19-1314,2021-11-15,Q19-1314,154.2,,,0,0,0.0,,,B
Q19-1339,2021-11-19,Q19-1339,56.8,,1.0,1,1,2572000.0,,,C
Q19-1344,2021-11-21,Q19-1344,206.0,,,0,0,0.0,,,C
Q20-1377,2021-12-01,Q20-1377,210.2,,,0,0,0.0,,,A
Q20-1414,2021-11-18,Q20-1414,78.4,,,0,0,0.0,403.0,,A
Q20-1416,2021-11-25,Q20-1416,178.7,,,0,0,0.0,405.0,,A
Q20-1421,2021-11-24,Q20-1421,1383.8,,25.0,25,25,342667000.0,,,C
Q20-1436,2021-11-29,Q20-1436,28.7,,4.0,4,4,61000.0,,,A
Q20-1557,2021-11-28,Q20-1557,140.2,,8.0,8,8,2266000.0,,,C
Q20-1561,2021-12-02,Q20-1561,95.7,,2.0,2,2,110000.0,539.0,,A
Q20-1574,2021-11-21,Q20-1574,320.5,,5.0,5,4,3751000.0,552.0,,A
Q20-1578,2021-11-25,Q20-1578,60.7,,,0,0,0.0,,,C
Q20-1597,2021-11-29,Q20-1597,142.8,,4.0,4,4,8750000.0,574.0,,B
Q20-1613,2021-12-03,Q20-1613,88.1,,10.0,10,10,13017000.0,589.0,,A
Q20-1630,2021-11-18,Q20-1630,110.4,,14.0,14,12,37115000.0,603.0,,C
Q21-1643,2021-11-28,Q21-1643,75.4,,25.0,25,25,4329000.0,614.0,,A
Q19-1321,2021-12-17,Q19-1321,92.4,,3.0,3,3,319000.0,315.0,,A
Q19-1336,2022-01-02,Q19-1336,279.7,,6.0,6,6,48967000.0,,,A
Q19-1346,2021-12-16,Q19-1346,389.0,,7.0,7,7,33401000.0,332.0,,A
Q19-1353,2021-12-31,Q19-1353,175.9,,6.0,6,6,19020000.0,,,C
Q19-1363,2021-12-20,Q19-1363,129.9,,,0,0,0.0,347.0,,C
Q20-1386,2021-12-25,Q20-1386,85.6,,,0,0,0.0,,,A
Q20-1438,2021-12-19,Q20-1438,180.1,,13.0,13,13,79051000.0,410.0,,C
Q20-1457,2022-01-01,Q20-1457,77.9,,,0,0,0.0,427.0,,C
Q20-1465,2021-12-16,Q20-1465,237.3,,3.0,3,3,440000.0,,,A
Q20-1480,2021-12-23,Q20-1480,75.0,,,0,0,0.0,448.0,,B
Q20-1532,2021-12-27,Q20-1532,79.0,,7.0,7,7,15891000.0,495.0,,A
Q20-1584,2021-12-29,Q20-1584,77.0,,1.0,1,1,245000.0,,,A
Q20-1586,2021-12-17,Q20-1586,157.1,,2.0,2,2,3721000.0,,,A
Q20-1618,2021-12-21,Q20-1618,25.7,,13.0,13,13,1243000.0,574.0,,A
Q20-1622,2021-12-26,Q20-1622,73.0,,,0,0,0.0,,,A
Q20-1623,2021-12-22,Q20-1623,77.1,,1.0,1,1,201000.0,579.0,,C
Q19-1361,2022-01-15,Q19-1361,68.4,,5.0,5,5,15091000.0,,,C
Q20-1389,2022-01-28,Q20-1389,109.0,,,0,0,0.0,,,C
Q20-1391,2022-01-17,Q20-1391,145.1,,10.0,10,10,7751000.0,,,A
Q20-1395,2022-01-24,Q20-1395,134.9,,1.0,1,1,394000.0,360.0,,B
Q20-1428,2022-01-31,Q20-1428,106.2,,,0,0,0.0,,,A
Q20-1450,2022-02-03,Q20-1450,80.5,,9.0,9,8,46239000.0,412.0,,A
Q20-1454,2022-01-20,Q20-1454,204.3,,24.0,24,24,26820000.0,414.0,,A
Q20-1472,2022-01-29,Q20-1472,181.9,,14.0,14,14,9368000.0,431.0,,C
Q20-1490,2022-02-03,Q20-1490,144.2,,4.0,4,4,20432000.0,,,A
Q20-1502,2022-01-19,Q20-1502,188.7,,11.0,11,8,17117000.0,,,C
Q20-1552,2022-01-25,Q20-1552,94.8,,15.0,15,14,7656000.0,503.0,,B
Q20-1566,2022-02-01,Q20-1566,210.6,,18.0,18,15,97973000.0,,,A
Q20-1576,2022-01-23,Q20-1576,149.5,,25.0,25,25,6083000.0,526.0,,A
Q20-1608,2022-01-28,Q20-1608,81.4,,,0,0,0.0,,,A
Q20-1619,2022-01-20,Q20-1619,157.6,,3.0,3,3,1984000.0,,,A
Q20-1624,2022-02-03,Q20-1624,122.9,,2.0,2,2,786000.0,,,C
Q21-1651,2022-01-20,Q21-1651,84.1,,,0,0,0.0,591.0,,A
Q21-1669,2022-01-20,Q21-1669,400.4,,12.0,12,8,26265000.0,,,B
Q21-1672,2022-02-03,Q21-1672,185.5,,19.0,19,19,95956000.0,,,B
Q21-1680,2022-01-30,Q21-1680,100.7,,21.0,21,15,7684000.0,,,C
Q21-1687,2022-01-19,Q21-1687,390.6,,,0,0,0.0,625.0,,B
Q19-1355,2022-02-27,Q19-1355,23.4,,,0,0,0.0,,,A
Q20-1374,2022-03-03,Q20-1374,79.6,,2.0,2,2,417000.0,,,A
Q20-1392,2022-02-27,Q20-1392,195.5,,,0,0,0.0,,,A
Q20-1399,2022-02-27,Q20-1399,390.5,,13.0,13,13,56971000.0,,,C
Q20-1400,2022-03-06,Q20-1400,63.2,,,0,0,0.0,351.0,,C
Q20-1409,2022-02-21,Q20-1409,297.8,,,0,0,0.0,359.0,,A
Q20-1440,2022-03-04,Q20-1440,287.6,,,0,0,0.0,388.0,,B
Q20-1446,2022-02-24,Q20-1446,163.8,,,0,0,0.0,392.0,,A
Q20-1458,2022-03-01,Q20-1458,89.6,,4.0,4,4,15659000.0,403.0,,C
Q20-1483,2022-02-24,Q20-1483,79.1,,3.0,3,3,1683000.0,,,A
Q20-1492,2022-03-04,Q20-1492,141.5,,,0,0,0.0,435.0,,A
Q20-1496,2022-02-16,Q20-1496,108.3,,4.0,4,4,7781000.0,,,A
Q20-1524,2022-02-23,Q20-1524,113.7,,,0,0,0.0,463.0,,A
Q20-1537,2022-02-26,Q20-1537,96.4,,,0,0,0.0,476.0,,A
Q20-1538,2022-03-02,Q20-1538,131.1,,3.0,3,3,1985000.0,,,C
Q20-1567,2022-03-04,Q20-1567,181.8,,34.0,34,26,71071000.0,,,A
Q20-1599,2022-02-23,Q20-1599,161.2,,1.0,1,1,2592000.0,,,C
Q20-1609,2022-03-05,Q20-1609,437.3,,4.0,4,4,14657000.0,,,A
Q21-1641,2022-03-03,Q21-1641,48.6,,,0,0,0.0,,,C
Q21-1668,2022-02-17,Q21-1668,142.3,,1.0,1,1,117000.0,,,C
Q21-1689,2022-02-25,Q21-1689,104.1,,16.0,16,16,40432000.0,610.0,,C
Q21-1695,2022-02-22,Q21-1695,288.9,,15.0,15,15,54550000.0,,,A
Q21-1718,2022-02-28,Q21-1718,57.9,,,0,0,0.0,637.0,,B
Q20-1402,2022-04-02,Q20-1402,97.6,,,0,0,0.0,337.0,,A
Q20-1425,2022-03-28,Q20-1425,132.8,,,0,0,0.0,,,A
Q20-1459,2022-03-23,Q20-1459,128.1,,19.0,19,16,9000000.0,389.0,,B
Q20-1484,2022-04-01,Q20-1484,186.4,,1.0,1,1,4411000.0,410.0,,B
Q20-1508,2022-03-19,Q20-1508,222.6,,,0,0,0.0,428.0,,A
Q20-1516,2022-04-02,Q20-1516,188.7,,1.0,1,1,5181000.0,,,A
Q20-1525,2022-03-31,Q20-1525,59.7,,1.0,1,1,26000.0,,,A
Q20-1558,2022-03-31,Q20-1558,70.3,,12.0,12,12,1428000.0,,,A
Q20-1565,2022-04-02,Q20-1565,270.0,,2.0,2,2,2292000.0,,,C
Q20-1596,2022-03-19,Q20-1596,319.1,,9.0,9,5,57620000.0,510.0,,A
Q20-1605,2022-03-16,Q20-1605,746.5,,23.0,23,23,108495000.0,,,B
Q20-1614,2022-03-25,Q20-1614,187.5,,1.0,1,1,995000.0,,,A
Q21-1648,2022-03-22,Q21-1648,146.5,,1.0,1,1,325000.0,,,A
Q21-1652,2022-03-23,Q21-1652,122.3,,9.0,9,9,43432000.0,,,B
Q21-1671,2022-04-02,Q21-1671,95.3,,4.0,4,4,2378000.0,575.0,,A
Q21-1674,2022-03-19,Q21-1674,128.8,,10.0,10,9,5491000.0,,,A
Q21-1677,2022-03-16,Q21-1677,116.7,,4.0,4,4,520000.0,,,A
Q21-1691,2022-03-25,Q21-1691,202.3,,24.0,24,24,4655000.0,,,C
Q21-1704,2022-03-31,Q21-1704,1194.1,,6.0,6,6,60461000.0,,,C
Q21-1722,2022-03-21,Q21-1722,126.0,,17.0,17,17,18779000.0,622.0,,A
Q21-1746,2022-03-17,Q21-1746,56.5,,20.0,20,20,30938000.0,644.0,,A
Q20-1453,2022-04-26,Q20-1453,43.5,,,0,0,0.0,365.0,,B
Q20-1456,2022-04-20,Q20-1456,179.8,,18.0,18,18,45951000.0,368.0,,B
Q20-1462,2022-04-17,Q20-1462,285.4,,2.0,2,2,1464000.0,374.0,,A
Q20-1473,2022-04-25,Q20-1473,198.5,,10.0,10,10,15585000.0,,,C
Q20-1475,2022-04-27,Q20-1475,377.8,,,0,0,0.0,382.0,,B
Q20-1478,2022-04-26,Q20-1478,170.9,,7.0,7,7,1056000.0,385.0,,C
Q20-1495,2022-04-16,Q20-1495,39.0,,,0,0,0.0,399.0,,A
Q20-1503,2022-04-19,Q20-1503,559.6,,25.0,25,25,28014000.0,,,A
Q20-1528,2022-04-29,Q20-1528,77.3,,,0,0,0.0,,,A
Q20-1541,2022-05-03,Q20-1541,453.2,,,0,0,0.0,,,C
Q20-1543,2022-04-19,Q20-1543,186.3,,4.0,4,4,22202000.0,,,C
Q20-1555,2022-04-16,Q20-1555,110.5,,1.0,1,1,242000.0,,,B
Q20-1563,2022-04-30,Q20-1563,231.7,,22.0,22,21,28256000.0,,,A
Q20-1581,2022-04-17,Q20-1581,241.2,,1.0,1,1,267000.0,476.0,,A
Q20-1583,2022-04-26,Q20-1583,172.0,,10.0,10,10,17719000.0,476.0,,C
Q20-1632,2022-05-04,Q20-1632,54.6,,4.0,4,4,1094000.0,,,B
Q21-1675,2022-04-16,Q21-1675,185.1,,,0,0,0.0,,,A
Q21-1685,2022-05-03,Q21-1685,106.4,,,0,0,0.0,,,A
Q21-1696,2022-04-24,Q21-1696,271.6,,,0,0,0.0,575.0,,C
Q21-1714,2022-04-25,Q21-1714,42.1,,,0,0,0.0,592.0,,A
Q21-1727,2022-04-18,Q21-1727,62.9,,17.0,17,16,5212000.0,605.0,,A
Q21-1729,2022-04-20,Q21-1729,276.9,,1.0,1,1,3698000.0,,,A
Q21-1775,2022-04-27,Q21-1775,203.9,,,0,0,0.0,,,C
Q20-1469,2022-06-02,Q20-1469,89.7,,,0,0,0.0,,,C
Q20-1474,2022-05-17,Q20-1474,201.6,,,0,0,0.0,367.0,,A
Q20-1500,2022-06-03,Q20-1500,58.8,,3.0,3,3,916000.0,,,A
Q20-1523,2022-05-17,Q20-1523,77.2,,,0,0,0.0,,,B
Q20-1530,2022-05-31,Q20-1530,113.0,,,0,0,0.0,416.0,,A
Q20-1542,2022-05-16,Q20-1542,267.6,,5.0,5,5,8154000.0,,,C
Q20-1554,2022-05-19,Q20-1554,153.2,,25.0,25,25,34619000.0,435.0,,B
Q20-1593,2022-05-23,Q20-1593,90.6,,5.0,5,4,2295000.0,469.0,,C
Q20-1598,2022-05-28,Q20-1598,221.5,,2.0,2,2,2153000.0,474.0,,A
Q20-1635,2022-05-16,Q20-1635,64.5,,,0,0,0.0,501.0,,B
Q21-1665,2022-06-01,Q21-1665,51.0,,5.0,5,5,184000.0,,,C
Q21-1700,2022-05-26,Q21-1700,86.7,,10.0,10,10,32839000.0,,,C
Q21-1705,2022-05-19,Q21-1705,207.8,,3.0,3,3,6562000.0,,,A
Q21-1706,2022-05-16,Q21-1706,331.3,,10.0,10,9,34997000.0,568.0,,B
Q21-1749,2022-05-18,Q21-1749,60.2,,,0,0,0.0,608.0,,A
Q21-1774,2022-05-16,Q21-1774,100.8,,7.0,7,7,3329000.0,631.0,,A
Q20-1477,2022-06-30,Q20-1477,131.4,,,0,0,0.0,361.0,,C
Q20-1488,2022-07-03,Q20-1488,642.1,,3.0,3,3,26027000.0,371.0,,A
Q20-1489,2022-06-20,Q20-1489,52.8,,11.0,11,11,14699000.0,372.0,,A
Q20-1501,2022-06-18,Q20-1501,57.4,,,0,0,0.0,,,C
Q20-1515,2022-06-26,Q20-1515,218.9,,,0,0,0.0,392.0,,C
Q20-1519,2022-06-22,Q20-1519,53.7,,,0,0,0.0,395.0,,C
Q20-1535,2022-06-25,Q20-1535,78.3,,2.0,2,2,332000.0,,,C
Q20-1536,2022-06-24,Q20-1536,272.4,,23.0,23,22,116623000.0,409.0,,A
Q20-1547,2022-06-19,Q20-1547,143.9,,7.0,7,5,24898000.0,418.0,,A
Q20-1549,2022-06-19,Q20-1549,118.0,,1.0,1,1,64000.0,420.0,,A
Q20-1587,2022-06-28,Q20-1587,299.7,,2.0,2,1,34000.0,451.0,,B
Q20-1591,2022-07-03,Q20-1591,339.9,,1.0,1,1,2966000.0,456.0,,A
Q20-1611,2022-07-03,Q20-1611,103.9,,14.0,14,14,11658000.0,473.0,,A
Q20-1617,2022-06-25,Q20-1617,163.7,,9.0,9,9,47660000.0,477.0,,C
Q20-1640,2022-06-25,Q20-1640,90.7,,,0,0,0.0,,,A
Q21-1645,2022-06-16,Q21-1645,136.4,,,0,0,0.0,,,A
Q21-1657,2022-06-18,Q21-1657,168.7,,,0,0,0.0,,,A
Q21-1702,2022-06-27,Q21-1702,302.3,,,0,0,0.0,,,A
Q21-1719,2022-07-01,Q21-1719,219.6,,16.0,16,16,31295000.0,565.0,,C
Q21-1720,2022-06-19,Q21-1720,68.9,,4.0,4,4,901000.0,567.0,,A
Q21-1752,2022-06-17,Q21-1752,37.9,,12.0,12,12,15430000.0,,,C
Q21-1758,2022-07-04,Q21-1758,71.5,,23.0,23,22,2873000.0,,,C
Q21-1777,2022-06-17,Q21-1777,73.4,,1.0,1,1,800000.0,,,C
Q21-1786,2022-06-18,Q21-1786,70.4,,25.0,25,25,6168000.0,627.0,,B
Q21-1791,2022-06-22,Q21-1791,79.7,,16.0,16,15,75024000.0,631.0,,A
Q21-1792,2022-06-28,Q21-1792,124.4,,19.0,19,19,8034000.0,631.0,,A
Q21-1804,2022-07-03,Q21-1804,95.5,,25.0,25,25,4710000.0,644.0,,A
Q21-1831,2022-07-04,Q21-1831,66.2,,1.0,1,1,129000.0,,,C
Q21-1842,2022-06-16,Q21-1842,212.7,,6.0,6,6,30911000.0,679.0,,C
Q20-1481,2022-07-30,Q20-1481,100.4,,,0,0,0.0,350.0,,A
Q20-1482,2022-07-31,Q20-1482,1500.0,,25.0,25,25,99570000.0,,,A
Q20-1485,2022-07-25,Q20-1485,86.1,,,0,0,0.0,353.0,,C
Q20-1498,2022-07-26,Q20-1498,178.1,,2.0,2,2,281000.0,,,B
Q20-1507,2022-07-21,Q20-1507,113.2,,8.0,8,8,1305000.0,371.0,,A
Q20-1514,2022-07-28,Q20-1514,139.7,,3.0,3,3,5697000.0,376.0,,A
Q20-1556,2022-08-02,Q20-1556,50.3,,,0,0,0.0,,,A
Q20-1571,2022-07-18,Q20-1571,191.5,,9.0,9,9,16434000.0,422.0,,A
Q20-1579,2022-08-02,Q20-1579,134.0,,,0,0,0.0,,,A
Q21-1662,2022-07-27,Q21-1662,185.7,,23.0,23,22,18212000.0,496.0,,A
Q21-1744,2022-07-16,Q21-1744,127.0,,3.0,3,3,6403000.0,,,A
Q21-1757,2022-07-24,Q21-1757,68.9,,25.0,25,24,3143000.0,,,A
Q21-1764,2022-07-22,Q21-1764,274.0,,8.0,8,8,4067000.0,587.0,,C
Q21-1767,2022-07-25,Q21-1767,140.2,,3.0,3,3,6578000.0,,,A
Q21-1810,2022-07-20,Q21-1810,244.1,,1.0,1,1,3534000.0,629.0,,A
Q21-1864,2022-08-03,Q21-1864,137.9,,10.0,10,10,26551000.0,677.0,,C
Q20-1511,2022-09-01,Q20-1511,47.6,,,0,0,0.0,,,A
Q20-1518,2022-09-02,Q20-1518,303.6,,12.0,12,12,17404000.0,357.0,,C
Q20-1522,2022-08-21,Q20-1522,185.3,,1.0,1,1,8553000.0,360.0,,A
Q20-1531,2022-08-22,Q20-1531,165.0,,19.0,19,19,32909000.0,368.0,,A
Q20-1592,2022-09-02,Q20-1592,122.9,,12.0,12,12,7627000.0,416.0,,A
Q20-1610,2022-08-29,Q20-1610,66.3,,18.0,18,17,44485000.0,,,B
Q20-1612,2022-08-30,Q20-1612,137.8,,,0,0,0.0,432.0,,B
Q21-1659,2022-08-19,Q21-1659,61.3,,7.0,7,7,1471000.0,,,A
Q21-1661,2022-08-27,Q21-1661,223.5,,,0,0,0.0,,,C
Q21-1686,2022-09-03,Q21-1686,228.1,,11.0,11,11,14706000.0,,,C
Q21-1698,2022-08-16,Q21-1698,49.0,,14.0,14,14,7283000.0,503.0,,A
Q21-1712,2022-09-01,Q21-1712,209.2,,3.0,3,3,217000.0,,,A
Q21-1724,2022-08-22,Q21-1724,132.2,,1.0,1,1,320000.0,527.0,,B
Q21-1726,2022-08-25,Q21-1726,157.1,,1.0,1,1,100000.0,530.0,,C
Q21-1738,2022-09-02,Q21-1738,233.9,,10.0,10,10,16490000.0,539.0,,A
Q21-1739,2022-08-28,Q21-1739,295.6,,12.0,12,12,6529000.0,,,A
Q21-1760,2022-08-22,Q21-1760,132.5,,3.0,3,3,8555000.0,,,C
Q21-1778,2022-08-27,Q21-1778,119.6,,,0,0,0.0,,,A
Q21-1797,2022-08-16,Q21-1797,182.4,,1.0,1,1,4731000.0,,,A
Q21-1812,2022-08-21,Q21-1812,213.0,,21.0,21,20,38831000.0,,,B
Q21-1834,2022-08-28,Q21-1834,300.9,,,0,0,0.0,627.0,,A
Q21-1861,2022-08-20,Q21-1861,155.0,,7.0,7,7,4800000.0,650.0,,B
Q21-1882,2022-08-18,Q21-1882,55.9,,5.0,5,4,1243000.0,671.0,,A
Q20-1551,2022-10-02,Q20-1551,196.3,,3.0,3,3,1705000.0,,,C
Q20-1580,2022-09-26,Q20-1580,144.4,,19.0,19,18,1862000.0,391.0,,A
Q20-1604,2022-09-17,Q20-1604,76.4,,1.0,1,1,54000.0,411.0,,A
Q20-1627,2022-09-30,Q20-1627,107.5,,,0,0,0.0,,,C
Q20-1636,2022-09-27,Q20-1636,100.6,,15.0,15,10,161679000.0,435.0,,A
Q20-1639,2022-09-15,Q20-1639,83.2,,,0,0,0.0,,,A
Q21-1649,2022-10-04,Q21-1649,133.9,,2.0,2,2,6783000.0,,,C
Q21-1654,2022-10-01,Q21-1654,141.9,,2.0,2,2,1698000.0,451.0,,C
Q21-1663,2022-09-29,Q21-1663,148.6,,,0,0,0.0,,,A
Q21-1664,2022-10-03,Q21-1664,174.9,,2.0,2,2,29191000.0,461.0,,C
Q21-1683,2022-09-17,Q21-1683,133.3,,,0,0,0.0,477.0,,A
Q21-1692,2022-09-30,Q21-1692,57.0,,1.0,1,1,1431000.0,,,A
Q21-1751,2022-09-17,Q21-1751,165.4,,3.0,3,3,1119000.0,536.0,,C
Q21-1763,2022-09-22,Q21-1763,137.9,,,0,0,0.0,548.0,,C
Q21-1803,2022-09-20,Q21-1803,151.5,,1.0,1,1,95000.0,584.0,,B
Q21-1825,2022-09-19,Q21-1825,74.7,,,0,0,0.0,604.0,,A
Q21-1826,2022-09-18,Q21-1826,1411.7,,25.0,25,25,58771000.0,604.0,,A
Q21-1859,2022-09-15,Q21-1859,124.9,,1.0,1,1,2986000.0,,,A
Q21-1868,2022-09-28,Q21-1868,124.0,,13.0,13,13,1526000.0,642.0,,C
Q21-1898,2022-09-26,Q21-1898,105.2,,10.0,10,10,26063000.0,,,A
Q21-1910,2022-09-25,Q21-1910,280.6,,31.0,31,30,36331000.0,683.0,,A
Q21-1912,2022-09-21,Q21-1912,132.2,,23.0,23,22,25618000.0,684.0,,A
Q21-1933,2022-09-26,Q21-1933,128.7,,9.0,9,9,4440000.0,,,A
Q21-1943,2022-09-24,Q21-1943,50.8,,,0,0,0.0,,,A
Q20-1548,2022-10-27,Q20-1548,673.7,,14.0,14,13,55765000.0,,,C
Q20-1582,2022-10-25,Q20-1582,47.0,,2.0,2,2,348000.0,,,A
Q20-1616,2022-10-17,Q20-1616,1500.0,,5.0,5,5,110406000.0,,,B
Q20-1620,2022-10-25,Q20-1620,109.6,,5.0,5,4,776000.0,,,A
Q20-1638,2022-10-22,Q20-1638,65.4,,,0,0,0.0,424.0,,A
Q21-1646,2022-10-22,Q21-1646,508.2,,,0,0,0.0,,,C
Q21-1673,2022-10-21,Q21-1673,70.3,,,0,0,0.0,456.0,,C
Q21-1682,2022-10-16,Q21-1682,195.4,,,0,0,0.0,,,A
Q21-1690,2022-10-24,Q21-1690,113.4,,,0,0,0.0,,,A
Q21-1703,2022-10-15,Q21-1703,147.4,,2.0,2,1,1825000.0,,,A
Q21-1710,2022-10-31,Q21-1710,124.4,,,0,0,0.0,,,A
Q21-1733,2022-10-24,Q21-1733,83.1,,,0,0,0.0,,,A
Q21-1734,2022-11-01,Q21-1734,167.8,,,0,0,0.0,,,C
Q21-1735,2022-10-22,Q21-1735,158.9,,3.0,3,3,963000.0,509.0,,C
Q21-1740,2022-10-19,Q21-1740,786.6,,17.0,17,17,44711000.0,,,C
Q21-1747,2022-10-30,Q21-1747,205.8,,,0,0,0.0,,,C
Q21-1762,2022-11-02,Q21-1762,268.2,,7.0,7,4,1343000.0,530.0,,A
Q21-1769,2022-10-26,Q21-1769,65.7,,23.0,23,23,28349000.0,538.0,,A
Q21-1776,2022-10-15,Q21-1776,96.9,,1.0,1,1,999000.0,545.0,,C
Q21-1795,2022-10-30,Q21-1795,207.5,,8.0,8,8,5350000.0,562.0,,C
Q21-1806,2022-10-28,Q21-1806,61.7,,1.0,1,1,18000.0,572.0,,A
Q21-1813,2022-10-30,Q21-1813,177.3,,11.0,11,6,31320000.0,578.0,,A
Q21-1819,2022-11-02,Q21-1819,199.0,,1.0,1,1,658000.0,,,A
Q21-1848,2022-10-27,Q21-1848,115.7,,12.0,12,12,4884000.0,,,A
Q21-1867,2022-10-29,Q21-1867,120.3,,4.0,4,4,712000.0,,,C
Q21-1873,2022-10-17,Q21-1873,122.0,,21.0,21,17,34573000.0,632.0,,A
Q21-1905,2022-11-01,Q21-1905,61.3,,,0,0,0.0,,,B
Q21-1918,2022-11-02,Q21-1918,64.3,,36.0,36,29,85215000.0,675.0,,A
Q21-1924,2022-10-18,Q21-1924,573.2,,11.0,11,7,23741000.0,,,A
Q21-1953,2022-10-26,Q21-1953,41.2,,2.0,2,2,75000.0,,,A
Q20-1569,2022-11-28,Q20-1569,192.0,,,0,0,0.0,,,A
Q20-1570,2022-11-30,Q20-1570,164.9,,2.0,2,2,2389000.0,,,C
Q20-1625,2022-11-19,Q20-1625,156.8,,,0,0,0.0,,,C
Q20-1637,2022-11-19,Q20-1637,221.7,,11.0,11,6,23962000.0,405.0,,B
Q21-1699,2022-11-29,Q21-1699,101.0,,9.0,9,9,1716000.0,,,A
Q21-1713,2022-11-25,Q21-1713,105.0,,,0,0,0.0,,,B
Q21-1715,2022-11-16,Q21-1715,45.5,,1.0,1,1,1671000.0,473.0,,C
Q21-1741,2022-11-21,Q21-1741,267.3,,15.0,15,15,30862000.0,497.0,,C
Q21-1773,2022-11-19,Q21-1773,142.8,,6.0,6,6,18855000.0,,,A
