fid,kind,sub_a,sub_b,kv,length_km,n_circuits,public_visible
B:18142:138,B,18142,18142,138.0,0.0,1,True
B:18144:138,B,18144,18144,138.0,0.0,1,True
B:18145:138,B,18145,18145,138.0,0.0,1,True
B:18146:138,B,18146,18146,138.0,0.0,1,True
B:18148:138,B,18148,18148,138.0,0.0,1,True
B:18149:138,B,18149,18149,138.0,0.0,1,True
B:18150:138,B,18150,18150,138.0,0.0,2,True
B:18151:138,B,18151,18151,138.0,0.0,1,True
B:18159:138,B,18159,18159,138.0,0.0,1,True
B:18160:345,B,18160,18160,345.0,0.0,1,True
B:18161:138,B,18161,18161,138.0,0.0,1,True
B:18162:138,B,18162,18162,138.0,0.0,1,True
B:18164:345,B,18164,18164,345.0,0.0,2,True
B:18165:138,B,18165,18165,138.0,0.0,1,True
B:18168:345,B,18168,18168,345.0,0.0,1,True
B:18171:138,B,18171,18171,138.0,0.0,1,True
B:18173:138,B,18173,18173,138.0,0.0,1,True
B:18178:138,B,18178,18178,138.0,0.0,1,True
B:18180:138,B,18180,18180,138.0,0.0,1,True
B:18183:138,B,18183,18183,138.0,0.0,1,True
B:18184:138,B,18184,18184,138.0,0.0,1,True
B:18189:138,B,18189,18189,138.0,0.0,1,True
B:18190:138,B,18190,18190,138.0,0.0,1,True
B:18192:138,B,18192,18192,138.0,0.0,1,True
B:18198:345,B,18198,18198,345.0,0.0,1,True
B:18199:138,B,18199,18199,138.0,0.0,1,True
B:18201:138,B,18201,18201,138.0,0.0,1,True
B:18207:138,B,18207,18207,138.0,0.0,1,True
B:18209:138,B,18209,18209,138.0,0.0,1,True
B:18210:138,B,18210,18210,138.0,0.0,1,True
B:18211:138,B,18211,18211,138.0,0.0,1,True
B:18212:138,B,18212,18212,138.0,0.0,1,True
B:18214:138,B,18214,18214,138.0,0.0,1,True
B:18215:138,B,18215,18215,138.0,0.0,1,True
B:18217:138,B,18217,18217,138.0,0.0,1,True
B:18218:138,B,18218,18218,138.0,0.0,1,True
B:18222:138,B,18222,18222,138.0,0.0,1,True
B:18225:138,B,18225,18225,138.0,0.0,1,True
B:18227:138,B,18227,18227,138.0,0.0,1,True
B:18232:138,B,18232,18232,138.0,0.0,1,True
B:18233:138,B,18233,18233,138.0,0.0,1,True
B:18239:138,B,18239,18239,138.0,0.0,1,True
B:18241:345,B,18241,18241,345.0,0.0,1,True
B:18244:138,B,18244,18244,138.0,0.0,1,True
B:18245:345,B,18245,18245,345.0,0.0,1,True
B:18246:138,B,18246,18246,138.0,0.0,1,True
B:18254:138,B,18254,18254,138.0,0.0,1,True
B:18256:138,B,18256,18256,138.0,0.0,1,True
B:18257:138,B,18257,18257,138.0,0.0,1,True
B:18258:138,B,18258,18258,138.0,0.0,1,True
B:18259:138,B,18259,18259,138.0,0.0,1,True
B:18260:138,B,18260,18260,138.0,0.0,1,True
B:18263:138,B,18263,18263,138.0,0.0,1,True
B:18265:138,B,18265,18265,138.0,0.0,1,True
B:18266:138,B,18266,18266,138.0,0.0,1,True
B:18267:345,B,18267,18267,345.0,0.0,1,True
B:18268:138,B,18268,18268,138.0,0.0,1,True
B:18269:138,B,18269,18269,138.0,0.0,1,True
B:18276:138,B,18276,18276,138.0,0.0,1,True
B:18277:138,B,18277,18277,138.0,0.0,1,True
B:18280:138,B,18280,18280,138.0,0.0,1,True
B:18285:138,B,18285,18285,138.0,0.0,1,True
B:18287:138,B,18287,18287,138.0,0.0,1,True
B:18293:138,B,18293,18293,138.0,0.0,1,True
B:18294:138,B,18294,18294,138.0,0.0,1,True
B:18299:345,B,18299,18299,345.0,0.0,1,True
B:18301:138,B,18301,18301,138.0,0.0,1,True
B:18302:138,B,18302,18302,138.0,0.0,1,True
B:18303:138,B,18303,18303,138.0,0.0,1,True
B:18304:138,B,18304,18304,138.0,0.0,1,True
B:18305:138,B,18305,18305,138.0,0.0,1,True
B:18306:138,B,18306,18306,138.0,0.0,1,True
B:18314:138,B,18314,18314,138.0,0.0,1,True
B:18316:138,B,18316,18316,138.0,0.0,1,True
B:18319:138,B,18319,18319,138.0,0.0,1,True
B:18329:345,B,18329,18329,345.0,0.0,1,True
B:18331:138,B,18331,18331,138.0,0.0,1,True
B:18333:138,B,18333,18333,138.0,0.0,1,True
B:18336:138,B,18336,18336,138.0,0.0,1,True
B:18337:138,B,18337,18337,138.0,0.0,1,True
B:18338:345,B,18338,18338,345.0,0.0,1,True
B:18339:138,B,18339,18339,138.0,0.0,1,True
B:18340:138,B,18340,18340,138.0,0.0,2,True
B:18342:138,B,18342,18342,138.0,0.0,1,True
B:18347:138,B,18347,18347,138.0,0.0,1,True
B:18348:138,B,18348,18348,138.0,0.0,1,True
B:18353:138,B,18353,18353,138.0,0.0,1,True
B:18362:138,B,18362,18362,138.0,0.0,1,True
B:18364:138,B,18364,18364,138.0,0.0,1,True
B:18365:138,B,18365,18365,138.0,0.0,1,True
B:18366:138,B,18366,18366,138.0,0.0,1,True
B:18367:138,B,18367,18367,138.0,0.0,1,True
B:18368:345,B,18368,18368,345.0,0.0,1,True
B:18369:138,B,18369,18369,138.0,0.0,1,True
B:18370:138,B,18370,18370,138.0,0.0,1,True
B:18371:138,B,18371,18371,138.0,0.0,1,True
B:18374:138,B,18374,18374,138.0,0.0,1,True
B:18375:138,B,18375,18375,138.0,0.0,1,True
B:18377:345,B,18377,18377,345.0,0.0,1,True
B:18381:345,B,18381,18381,345.0,0.0,1,True
B:18382:138,B,18382,18382,138.0,0.0,1,True
B:18386:138,B,18386,18386,138.0,0.0,1,True
B:18390:138,B,18390,18390,138.0,0.0,1,True
B:18393:138,B,18393,18393,138.0,0.0,1,True
B:18394:345,B,18394,18394,345.0,0.0,1,True
B:18395:138,B,18395,18395,138.0,0.0,1,True
B:18396:138,B,18396,18396,138.0,0.0,1,True
B:18399:345,B,18399,18399,345.0,0.0,1,True
B:18404:138,B,18404,18404,138.0,0.0,1,True
B:18406:138,B,18406,18406,138.0,0.0,1,True
B:18410:138,B,18410,18410,138.0,0.0,1,True
B:18411:138,B,18411,18411,138.0,0.0,1,True
B:18412:138,B,18412,18412,138.0,0.0,1,True
B:18413:138,B,18413,18413,138.0,0.0,1,True
B:18423:138,B,18423,18423,138.0,0.0,1,True
B:18427:138,B,18427,18427,138.0,0.0,1,True
B:18428:138,B,18428,18428,138.0,0.0,1,True
B:18429:138,B,18429,18429,138.0,0.0,1,True
B:18431:138,B,18431,18431,138.0,0.0,1,True
B:18434:345,B,18434,18434,345.0,0.0,2,True
B:18435:138,B,18435,18435,138.0,0.0,1,True
B:18440:138,B,18440,18440,138.0,0.0,1,True
B:18442:138,B,18442,18442,138.0,0.0,1,True
B:18443:138,B,18443,18443,138.0,0.0,1,True
B:18445:138,B,18445,18445,138.0,0.0,1,True
B:18447:138,B,18447,18447,138.0,0.0,1,True
B:18452:138,B,18452,18452,138.0,0.0,1,True
B:18453:138,B,18453,18453,138.0,0.0,1,True
B:18454:138,B,18454,18454,138.0,0.0,1,True
B:18455:138,B,18455,18455,138.0,0.0,1,True
B:18456:138,B,18456,18456,138.0,0.0,1,True
B:18469:138,B,18469,18469,138.0,0.0,1,True
B:18471:138,B,18471,18471,138.0,0.0,1,True
B:18477:138,B,18477,18477,138.0,0.0,1,True
B:18480:138,B,18480,18480,138.0,0.0,1,True
B:18481:138,B,18481,18481,138.0,0.0,1,True
B:18483:138,B,18483,18483,138.0,0.0,1,True
B:18484:138,B,18484,18484,138.0,0.0,1,True
B:18486:138,B,18486,18486,138.0,0.0,1,True
B:18490:138,B,18490,18490,138.0,0.0,1,True
B:18491:138,B,18491,18491,138.0,0.0,1,True
B:18494:138,B,18494,18494,138.0,0.0,1,True
B:18495:138,B,18495,18495,138.0,0.0,1,True
B:18497:138,B,18497,18497,138.0,0.0,1,True
B:18502:138,B,18502,18502,138.0,0.0,1,True
B:18504:138,B,18504,18504,138.0,0.0,1,True
B:18506:138,B,18506,18506,138.0,0.0,1,True
B:18513:138,B,18513,18513,138.0,0.0,1,True
B:18514:138,B,18514,18514,138.0,0.0,1,True
B:18523:138,B,18523,18523,138.0,0.0,1,True
B:18528:138,B,18528,18528,138.0,0.0,1,True
B:18529:138,B,18529,18529,138.0,0.0,1,True
B:18531:138,B,18531,18531,138.0,0.0,1,True
B:18534:138,B,18534,18534,138.0,0.0,1,True
B:18538:138,B,18538,18538,138.0,0.0,1,True
B:18539:138,B,18539,18539,138.0,0.0,1,True
B:18543:138,B,18543,18543,138.0,0.0,1,True
B:18544:345,B,18544,18544,345.0,0.0,1,True
B:18546:138,B,18546,18546,138.0,0.0,1,True
B:18547:138,B,18547,18547,138.0,0.0,1,True
B:18551:138,B,18551,18551,138.0,0.0,1,True
B:18554:138,B,18554,18554,138.0,0.0,1,True
B:18557:138,B,18557,18557,138.0,0.0,1,True
B:18558:345,B,18558,18558,345.0,0.0,1,True
B:18560:138,B,18560,18560,138.0,0.0,1,True
B:18562:138,B,18562,18562,138.0,0.0,1,True
B:18567:138,B,18567,18567,138.0,0.0,1,True
B:18568:138,B,18568,18568,138.0,0.0,1,True
B:18573:138,B,18573,18573,138.0,0.0,1,True
B:18574:138,B,18574,18574,138.0,0.0,1,True
B:18575:138,B,18575,18575,138.0,0.0,1,True
B:18576:138,B,18576,18576,138.0,0.0,1,True
B:18578:138,B,18578,18578,138.0,0.0,1,True
B:18582:138,B,18582,18582,138.0,0.0,1,True
B:18586:138,B,18586,18586,138.0,0.0,1,True
B:18589:138,B,18589,18589,138.0,0.0,1,True
B:18594:138,B,18594,18594,138.0,0.0,1,True
B:18595:138,B,18595,18595,138.0,0.0,1,True
B:18596:138,B,18596,18596,138.0,0.0,1,True
B:18597:138,B,18597,18597,138.0,0.0,1,True
B:18598:138,B,18598,18598,138.0,0.0,1,True
B:18599:138,B,18599,18599,138.0,0.0,1,True
B:18601:138,B,18601,18601,138.0,0.0,1,True
B:18602:138,B,18602,18602,138.0,0.0,1,True
B:18604:138,B,18604,18604,138.0,0.0,1,True
B:18605:138,B,18605,18605,138.0,0.0,1,True
B:18611:138,B,18611,18611,138.0,0.0,1,True
B:18613:138,B,18613,18613,138.0,0.0,1,True
B:18618:138,B,18618,18618,138.0,0.0,1,True
B:18622:345,B,18622,18622,345.0,0.0,1,True
B:18626:138,B,18626,18626,138.0,0.0,1,True
B:18628:138,B,18628,18628,138.0,0.0,1,True
B:18633:138,B,18633,18633,138.0,0.0,1,True
B:18635:138,B,18635,18635,138.0,0.0,1,True
B:18636:138,B,18636,18636,138.0,0.0,1,True
B:18637:138,B,18637,18637,138.0,0.0,1,True
B:18639:138,B,18639,18639,138.0,0.0,1,True
B:18642:138,B,18642,18642,138.0,0.0,1,True
B:18643:138,B,18643,18643,138.0,0.0,1,True
B:18644:138,B,18644,18644,138.0,0.0,1,True
B:18645:138,B,18645,18645,138.0,0.0,1,True
B:18647:138,B,18647,18647,138.0,0.0,1,True
B:18652:138,B,18652,18652,138.0,0.0,1,True
B:18656:138,B,18656,18656,138.0,0.0,2,True
B:18659:138,B,18659,18659,138.0,0.0,1,True
B:18660:138,B,18660,18660,138.0,0.0,1,True
B:18661:138,B,18661,18661,138.0,0.0,1,True
B:18665:138,B,18665,18665,138.0,0.0,1,True
B:18666:138,B,18666,18666,138.0,0.0,1,True
B:18671:138,B,18671,18671,138.0,0.0,1,True
B:18673:138,B,18673,18673,138.0,0.0,1,True
B:18674:138,B,18674,18674,138.0,0.0,1,True
B:18677:138,B,18677,18677,138.0,0.0,1,True
B:18679:138,B,18679,18679,138.0,0.0,1,True
B:18680:138,B,18680,18680,138.0,0.0,1,True
B:18681:138,B,18681,18681,138.0,0.0,2,True
B:18682:138,B,18682,18682,138.0,0.0,1,True
B:18683:345,B,18683,18683,345.0,0.0,2,True
B:18684:138,B,18684,18684,138.0,0.0,2,True
B:18685:345,B,18685,18685,345.0,0.0,2,True
B:18686:345,B,18686,18686,345.0,0.0,2,True
B:18687:230,B,18687,18687,230.0,0.0,2,True
B:18688:345,B,18688,18688,345.0,0.0,1,True
B:18689:345,B,18689,18689,345.0,0.0,2,True
B:18690:138,B,18690,18690,138.0,0.0,2,True
B:18691:345,B,18691,18691,345.0,0.0,2,True
B:18692:345,B,18692,18692,345.0,0.0,2,True
B:18693:345,B,18693,18693,345.0,0.0,2,True
B:18694:345,B,18694,18694,345.0,0.0,2,True
B:18695:345,B,18695,18695,345.0,0.0,2,True
B:18696:345,B,18696,18696,345.0,0.0,2,True
B:18697:345,B,18697,18697,345.0,0.0,2,True
B:18698:345,B,18698,18698,345.0,0.0,2,True
B:18699:345,B,18699,18699,345.0,0.0,2,True
B:18700:345,B,18700,18700,345.0,0.0,2,True
B:18701:138,B,18701,18701,138.0,0.0,1,True
B:18702:345,B,18702,18702,345.0,0.0,1,True
B:18703:138,B,18703,18703,138.0,0.0,2,True
B:18704:345,B,18704,18704,345.0,0.0,2,True
B:18705:345,B,18705,18705,345.0,0.0,2,True
B:18706:230,B,18706,18706,230.0,0.0,1,True
B:18706:345,B,18706,18706,345.0,0.0,1,True
B:18707:230,B,18707,18707,230.0,0.0,1,True
B:18707:345,B,18707,18707,345.0,0.0,1,True
B:18708:345,B,18708,18708,345.0,0.0,2,True
B:18709:345,B,18709,18709,345.0,0.0,1,True
B:18720:100,B,18720,18720,100.0,0.0,1,True
B:18721:100,B,18721,18721,100.0,0.0,1,True
B:18724:100,B,18724,18724,100.0,0.0,1,True
B:18725:100,B,18725,18725,100.0,0.0,1,True
B:18726:230,B,18726,18726,230.0,0.0,1,True
B:18728:100,B,18728,18728,100.0,0.0,1,True
B:18730:100,B,18730,18730,100.0,0.0,1,True
B:18733:100,B,18733,18733,100.0,0.0,1,True
B:18734:100,B,18734,18734,100.0,0.0,2,True
B:18735:100,B,18735,18735,100.0,0.0,1,True
B:18736:100,B,18736,18736,100.0,0.0,1,True
B:18742:230,B,18742,18742,230.0,0.0,1,True
B:18743:100,B,18743,18743,100.0,0.0,1,True
B:18744:230,B,18744,18744,230.0,0.0,1,True
B:18750:230,B,18750,18750,230.0,0.0,1,True
B:18752:100,B,18752,18752,100.0,0.0,1,True
B:18757:230,B,18757,18757,230.0,0.0,1,True
B:18758:100,B,18758,18758,100.0,0.0,2,True
B:18765:100,B,18765,18765,100.0,0.0,1,True
B:18766:100,B,18766,18766,100.0,0.0,1,True
B:18769:100,B,18769,18769,100.0,0.0,1,True
B:18770:100,B,18770,18770,100.0,0.0,1,True
B:18773:230,B,18773,18773,230.0,0.0,1,True
B:18774:100,B,18774,18774,100.0,0.0,1,True
B:18778:100,B,18778,18778,100.0,0.0,1,True
B:18784:100,B,18784,18784,100.0,0.0,1,True
B:18787:100,B,18787,18787,100.0,0.0,1,True
B:18789:100,B,18789,18789,100.0,0.0,1,True
B:18796:100,B,18796,18796,100.0,0.0,1,True
B:18797:100,B,18797,18797,100.0,0.0,1,True
B:18799:230,B,18799,18799,230.0,0.0,1,True
B:18800:100,B,18800,18800,100.0,0.0,1,True
B:18801:230,B,18801,18801,230.0,0.0,1,True
B:18807:100,B,18807,18807,100.0,0.0,1,True
B:18809:230,B,18809,18809,230.0,0.0,1,True
B:18812:100,B,18812,18812,100.0,0.0,1,True
B:18813:100,B,18813,18813,100.0,0.0,1,True
B:18814:100,B,18814,18814,100.0,0.0,2,True
B:18815:100,B,18815,18815,100.0,0.0,1,True
B:18817:100,B,18817,18817,100.0,0.0,1,True
B:18818:100,B,18818,18818,100.0,0.0,1,True
B:18821:100,B,18821,18821,100.0,0.0,1,True
B:18822:100,B,18822,18822,100.0,0.0,1,True
B:18826:100,B,18826,18826,100.0,0.0,1,True
B:18827:230,B,18827,18827,230.0,0.0,1,True
B:18830:100,B,18830,18830,100.0,0.0,1,True
B:18831:100,B,18831,18831,100.0,0.0,1,True
B:18832:100,B,18832,18832,100.0,0.0,1,True
B:18837:100,B,18837,18837,100.0,0.0,1,True
B:18838:100,B,18838,18838,100.0,0.0,1,True
B:18843:500,B,18843,18843,500.0,0.0,2,True
B:18847:230,B,18847,18847,230.0,0.0,1,True
B:18851:100,B,18851,18851,100.0,0.0,1,True
B:18853:230,B,18853,18853,230.0,0.0,1,True
B:18854:230,B,18854,18854,230.0,0.0,1,True
B:18855:100,B,18855,18855,100.0,0.0,1,True
B:18861:100,B,18861,18861,100.0,0.0,1,True
B:18862:230,B,18862,18862,230.0,0.0,1,True
B:18862:500,B,18862,18862,500.0,0.0,1,True
B:18863:100,B,18863,18863,100.0,0.0,1,True
B:18864:100,B,18864,18864,100.0,0.0,1,True
B:18877:230,B,18877,18877,230.0,0.0,1,True
B:18878:500,B,18878,18878,500.0,0.0,1,True
B:18882:100,B,18882,18882,100.0,0.0,1,True
B:18885:100,B,18885,18885,100.0,0.0,1,True
B:18886:230,B,18886,18886,230.0,0.0,1,True
B:18887:100,B,18887,18887,100.0,0.0,1,True
B:18888:100,B,18888,18888,100.0,0.0,1,True
B:18893:100,B,18893,18893,100.0,0.0,1,True
B:18894:230,B,18894,18894,230.0,0.0,1,True
B:18894:500,B,18894,18894,500.0,0.0,1,True
B:18899:100,B,18899,18899,100.0,0.0,1,True
B:18901:100,B,18901,18901,100.0,0.0,1,True
B:18905:100,B,18905,18905,100.0,0.0,1,True
B:18907:100,B,18907,18907,100.0,0.0,1,True
B:18908:100,B,18908,18908,100.0,0.0,1,True
B:18912:100,B,18912,18912,100.0,0.0,2,True
B:18914:100,B,18914,18914,100.0,0.0,1,True
B:18916:100,B,18916,18916,100.0,0.0,1,True
B:18918:230,B,18918,18918,230.0,0.0,1,True
B:18920:100,B,18920,18920,100.0,0.0,1,True
B:18922:100,B,18922,18922,100.0,0.0,1,True
B:18923:230,B,18923,18923,230.0,0.0,1,True
B:18924:100,B,18924,18924,100.0,0.0,1,True
B:18925:100,B,18925,18925,100.0,0.0,1,True
B:18928:100,B,18928,18928,100.0,0.0,1,True
B:18929:100,B,18929,18929,100.0,0.0,1,True
B:18932:100,B,18932,18932,100.0,0.0,1,True
B:18937:100,B,18937,18937,100.0,0.0,1,True
B:18941:100,B,18941,18941,100.0,0.0,1,True
B:18942:500,B,18942,18942,500.0,0.0,1,True
B:18948:100,B,18948,18948,100.0,0.0,1,True
B:18949:230,B,18949,18949,230.0,0.0,1,True
B:18951:100,B,18951,18951,100.0,0.0,1,True
B:18952:100,B,18952,18952,100.0,0.0,1,True
B:18955:100,B,18955,18955,100.0,0.0,1,True
B:18961:230,B,18961,18961,230.0,0.0,1,True
B:18963:100,B,18963,18963,100.0,0.0,1,True
B:18967:100,B,18967,18967,100.0,0.0,1,True
B:18971:100,B,18971,18971,100.0,0.0,1,True
B:18974:100,B,18974,18974,100.0,0.0,1,True
B:18975:100,B,18975,18975,100.0,0.0,1,True
B:18978:100,B,18978,18978,100.0,0.0,1,True
B:18979:100,B,18979,18979,100.0,0.0,1,True
B:18981:230,B,18981,18981,230.0,0.0,1,True
B:18982:100,B,18982,18982,100.0,0.0,1,True
B:18983:100,B,18983,18983,100.0,0.0,1,True
B:18991:100,B,18991,18991,100.0,0.0,1,True
B:18993:100,B,18993,18993,100.0,0.0,1,True
B:18996:100,B,18996,18996,100.0,0.0,1,True
B:18997:100,B,18997,18997,100.0,0.0,1,True
B:18999:100,B,18999,18999,100.0,0.0,1,True
B:19000:100,B,19000,19000,100.0,0.0,1,True
B:19001:100,B,19001,19001,100.0,0.0,1,True
B:19004:100,B,19004,19004,100.0,0.0,1,True
B:19007:100,B,19007,19007,100.0,0.0,1,True
B:19011:100,B,19011,19011,100.0,0.0,1,True
B:19019:100,B,19019,19019,100.0,0.0,2,True
B:19023:100,B,19023,19023,100.0,0.0,1,True
B:19024:100,B,19024,19024,100.0,0.0,1,True
B:19027:230,B,19027,19027,230.0,0.0,1,True
B:19030:500,B,19030,19030,500.0,0.0,1,True
B:19032:100,B,19032,19032,100.0,0.0,1,True
B:19033:100,B,19033,19033,100.0,0.0,1,True
B:19034:100,B,19034,19034,100.0,0.0,1,True
B:19035:230,B,19035,19035,230.0,0.0,1,True
B:19039:100,B,19039,19039,100.0,0.0,1,True
B:19045:100,B,19045,19045,100.0,0.0,1,True
B:19048:230,B,19048,19048,230.0,0.0,1,True
B:19051:100,B,19051,19051,100.0,0.0,1,True
B:19054:230,B,19054,19054,230.0,0.0,1,True
B:19058:100,B,19058,19058,100.0,0.0,1,True
B:19059:100,B,19059,19059,100.0,0.0,1,True
B:19062:100,B,19062,19062,100.0,0.0,1,True
B:19063:100,B,19063,19063,100.0,0.0,2,True
B:19064:100,B,19064,19064,100.0,0.0,1,True
B:19066:100,B,19066,19066,100.0,0.0,1,True
B:19069:100,B,19069,19069,100.0,0.0,1,True
B:19070:100,B,19070,19070,100.0,0.0,1,True
B:19073:100,B,19073,19073,100.0,0.0,1,True
B:19076:100,B,19076,19076,100.0,0.0,2,True
B:19078:100,B,19078,19078,100.0,0.0,1,True
B:19079:100,B,19079,19079,100.0,0.0,1,True
B:19082:100,B,19082,19082,100.0,0.0,1,True
B:19091:230,B,19091,19091,230.0,0.0,1,True
B:19094:230,B,19094,19094,230.0,0.0,1,True
B:19104:100,B,19104,19104,100.0,0.0,1,True
B:19106:100,B,19106,19106,100.0,0.0,1,True
B:19112:230,B,19112,19112,230.0,0.0,1,True
B:19118:100,B,19118,19118,100.0,0.0,1,True
B:19125:100,B,19125,19125,100.0,0.0,1,True
B:19126:100,B,19126,19126,100.0,0.0,1,True
B:19130:230,B,19130,19130,230.0,0.0,1,True
B:19131:230,B,19131,19131,230.0,0.0,1,True
B:19134:230,B,19134,19134,230.0,0.0,1,True
B:19134:500,B,19134,19134,500.0,0.0,1,True
B:19140:100,B,19140,19140,100.0,0.0,1,True
B:19143:100,B,19143,19143,100.0,0.0,1,True
B:19144:100,B,19144,19144,100.0,0.0,1,True
B:19145:500,B,19145,19145,500.0,0.0,2,True
B:19151:100,B,19151,19151,100.0,0.0,1,True
B:19153:100,B,19153,19153,100.0,0.0,1,True
B:19159:100,B,19159,19159,100.0,0.0,1,True
B:19164:100,B,19164,19164,100.0,0.0,1,True
B:19165:100,B,19165,19165,100.0,0.0,1,True
B:19167:100,B,19167,19167,100.0,0.0,1,True
B:19169:100,B,19169,19169,100.0,0.0,1,True
B:19171:100,B,19171,19171,100.0,0.0,1,True
B:19172:100,B,19172,19172,100.0,0.0,1,True
B:19175:100,B,19175,19175,100.0,0.0,1,True
B:19179:230,B,19179,19179,230.0,0.0,1,True
B:19180:100,B,19180,19180,100.0,0.0,1,True
B:19184:100,B,19184,19184,100.0,0.0,1,True
B:19185:100,B,19185,19185,100.0,0.0,1,True
B:19193:100,B,19193,19193,100.0,0.0,1,True
B:19194:100,B,19194,19194,100.0,0.0,1,True
B:19195:100,B,19195,19195,100.0,0.0,1,True
B:19198:100,B,19198,19198,100.0,0.0,2,True
B:19199:100,B,19199,19199,100.0,0.0,1,True
B:19207:100,B,19207,19207,100.0,0.0,1,True
B:19208:230,B,19208,19208,230.0,0.0,1,True
B:19213:230,B,19213,19213,230.0,0.0,1,True
B:19215:100,B,19215,19215,100.0,0.0,1,True
B:19216:100,B,19216,19216,100.0,0.0,1,True
B:19217:100,B,19217,19217,100.0,0.0,1,True
B:19219:100,B,19219,19219,100.0,0.0,1,True
B:19221:138,B,19221,19221,138.0,0.0,1,True
B:19221:230,B,19221,19221,230.0,0.0,1,True
B:19223:100,B,19223,19223,100.0,0.0,1,True
B:19226:230,B,19226,19226,230.0,0.0,1,True
B:19228:100,B,19228,19228,100.0,0.0,1,True
B:19229:100,B,19229,19229,100.0,0.0,1,True
B:19231:100,B,19231,19231,100.0,0.0,1,True
B:19237:100,B,19237,19237,100.0,0.0,1,True
B:19238:100,B,19238,19238,100.0,0.0,1,True
B:19240:100,B,19240,19240,100.0,0.0,1,True
B:19241:138,B,19241,19241,138.0,0.0,1,True
B:19241:230,B,19241,19241,230.0,0.0,1,True
B:19245:100,B,19245,19245,100.0,0.0,1,True
B:19246:100,B,19246,19246,100.0,0.0,1,True
B:19250:100,B,19250,19250,100.0,0.0,1,True
B:19254:100,B,19254,19254,100.0,0.0,1,True
B:19256:100,B,19256,19256,100.0,0.0,1,True
B:19257:230,B,19257,19257,230.0,0.0,1,True
B:19258:230,B,19258,19258,230.0,0.0,1,True
B:19260:100,B,19260,19260,100.0,0.0,1,True
B:19261:100,B,19261,19261,100.0,0.0,1,True
B:19264:100,B,19264,19264,100.0,0.0,1,True
B:19267:100,B,19267,19267,100.0,0.0,2,True
B:19271:100,B,19271,19271,100.0,0.0,1,True
B:19276:100,B,19276,19276,100.0,0.0,1,True
B:19278:100,B,19278,19278,100.0,0.0,1,True
B:19279:100,B,19279,19279,100.0,0.0,1,True
B:19281:500,B,19281,19281,500.0,0.0,1,True
B:19284:100,B,19284,19284,100.0,0.0,1,True
B:19285:100,B,19285,19285,100.0,0.0,1,True
B:19286:100,B,19286,19286,100.0,0.0,1,True
B:19288:500,B,19288,19288,500.0,0.0,1,True
B:19292:100,B,19292,19292,100.0,0.0,1,True
B:19294:100,B,19294,19294,100.0,0.0,1,True
B:19295:100,B,19295,19295,100.0,0.0,1,True
B:19297:100,B,19297,19297,100.0,0.0,1,True
B:19301:100,B,19301,19301,100.0,0.0,1,True
B:19302:100,B,19302,19302,100.0,0.0,2,True
B:19304:100,B,19304,19304,100.0,0.0,1,True
B:19310:100,B,19310,19310,100.0,0.0,1,True
B:19315:100,B,19315,19315,100.0,0.0,1,True
B:19319:100,B,19319,19319,100.0,0.0,1,True
B:19321:100,B,19321,19321,100.0,0.0,1,True
B:19324:100,B,19324,19324,100.0,0.0,1,True
B:19325:100,B,19325,19325,100.0,0.0,1,True
B:19326:230,B,19326,19326,230.0,0.0,1,True
B:19327:100,B,19327,19327,100.0,0.0,1,True
B:19328:138,B,19328,19328,138.0,0.0,1,True
B:19328:230,B,19328,19328,230.0,0.0,1,True
B:19330:100,B,19330,19330,100.0,0.0,1,True
B:19332:100,B,19332,19332,100.0,0.0,1,True
B:19339:100,B,19339,19339,100.0,0.0,1,True
B:19344:230,B,19344,19344,230.0,0.0,1,True
B:19344:500,B,19344,19344,500.0,0.0,1,True
B:19345:230,B,19345,19345,230.0,0.0,2,True
B:19347:100,B,19347,19347,100.0,0.0,1,True
B:19348:230,B,19348,19348,230.0,0.0,1,True
B:19351:100,B,19351,19351,100.0,0.0,1,True
B:19357:100,B,19357,19357,100.0,0.0,1,True
B:19362:100,B,19362,19362,100.0,0.0,1,True
B:19363:100,B,19363,19363,100.0,0.0,1,True
B:19366:100,B,19366,19366,100.0,0.0,1,True
B:19368:100,B,19368,19368,100.0,0.0,1,True
B:19372:100,B,19372,19372,100.0,0.0,2,True
B:19373:100,B,19373,19373,100.0,0.0,1,True
B:19376:100,B,19376,19376,100.0,0.0,1,True
B:19378:100,B,19378,19378,100.0,0.0,1,True
B:19379:100,B,19379,19379,100.0,0.0,1,True
B:19384:100,B,19384,19384,100.0,0.0,1,True
B:19385:100,B,19385,19385,100.0,0.0,1,True
B:19389:230,B,19389,19389,230.0,0.0,1,True
B:19390:100,B,19390,19390,100.0,0.0,1,True
B:19392:100,B,19392,19392,100.0,0.0,2,True
B:19395:230,B,19395,19395,230.0,0.0,2,True
B:19396:230,B,19396,19396,230.0,0.0,1,True
B:19399:100,B,19399,19399,100.0,0.0,1,True
B:19403:100,B,19403,19403,100.0,0.0,1,True
B:19406:100,B,19406,19406,100.0,0.0,1,True
B:19410:230,B,19410,19410,230.0,0.0,1,True
B:19412:100,B,19412,19412,100.0,0.0,1,True
B:19413:500,B,19413,19413,500.0,0.0,1,True
B:19417:230,B,19417,19417,230.0,0.0,1,True
B:19418:100,B,19418,19418,100.0,0.0,1,True
B:19422:100,B,19422,19422,100.0,0.0,1,True
B:19423:100,B,19423,19423,100.0,0.0,1,True
