project_id,queue_date,poi_name,poi_sub_id,poi_kv,poi_match_score,mw,fuel,state,transmission_owner,status_now,project_type
G20,2001-04-05,Essex,19235.0,138.0,100.0,6.0,gas,NJ,PSEG,In Service,gen
G21,2001-04-06,Meyersdale North 115 kV,16040.0,115.0,64.5,30.0,wind,PA,PENELEC,In Service,gen
G22,2001-04-06,North Wales 34.5 kV,29574.0,34.5,92.0,38.0,gas,PA,PECO,In Service,gen
G22_MTX5,2001-06-02,Linden 230kV,19239.0,230.0,100.0,330.0,other,NJ,PSEG,In Service,gen
G24,2001-05-01,Marion 26.4kV,14372.0,26.4,92.0,1.9,gas,NJ,PSEG,In Service,gen
G25,2001-05-01,Marion 26.4kV,14372.0,26.4,92.0,3.8,gas,NJ,PSEG,In Service,gen
G26,2001-05-03,England 138kV,19257.0,138.0,91.0,350.0,gas,NJ,AEC,Withdrawn,gen
G27,2001-05-03,Churchtown 230kV,29926.0,230.0,100.0,750.0,gas,NJ,AEC,Withdrawn,gen
G28,2001-05-03,Vienna 230kV,13111.0,230.0,100.0,750.0,gas,MD,DPL,Withdrawn,gen
G29,2001-05-03,Indian River 138kV,5009.0,138.0,82.35294117647058,750.0,gas,DE,DPL,Withdrawn,gen
G30,2001-05-07,Perryman 115kV,24938.0,115.0,100.0,152.0,other,MD,BGE,In Service,gen
G30_W51,2001-05-21,Fort Martin 500 kV,31714.0,500.0,100.0,600.0,other,WV,APS,In Service,gen
G30_W52,2001-05-23,Oak Grove 138 kV,31454.0,138.0,92.0,354.0,gas,WV,APS,In Service,gen
G30_W53,2001-05-23,South Bend 500 kV,12658.0,500.0,92.0,704.0,gas,PA,APS,In Service,gen
G30_W55,2001-05-29,Kempton 500 kV,11565.0,500.0,68.92307692307692,500.0,gas,MD,APS,Withdrawn,gen
G31,2001-05-30,Johnstown 230kV,32216.0,230.0,100.0,610.0,gas,PA,PENELEC,Withdrawn,gen
G32,2001-05-31,TMI - Juniata 500kV,14013.0,500.0,52.0,675.0,gas,PA,ME,Withdrawn,gen
G32_MTX6,2001-07-03,"Linden 230kV, 138kV",19239.0,230.0,100.0,365.0,other,NJ,PSEG,Withdrawn,gen
G33,2001-05-31,Brunner Island 230kV,32623.0,230.0,100.0,1200.0,gas,PA,PPL,Withdrawn,gen
G34,2001-07-02,Frackville 69kV,32745.0,69.0,100.0,51.6,other,PA,PPL,Withdrawn,gen
G35,2001-07-11,Chalk Point,13656.0,138.0,100.0,340.0,gas,MD,PEPCO,Withdrawn,gen
G36,2001-07-16,Holtwood,2221.0,138.0,82.35294117647058,107.0,other,PA,PPL,In Service,gen
G36_W58,2001-07-19,Horse Shoe Run 69 kV,39596.0,69.0,64.72727272727273,20.0,gas,WV,APS,Withdrawn,gen
G37,2001-07-19,Atlantic,7914.0,138.0,100.0,471.0,gas,NJ,JCPL,Withdrawn,gen
G38,2001-07-19,Portland,29932.0,138.0,100.0,558.0,gas,PA,ME,Withdrawn,gen
G39,2001-07-19,Joppatowne 13kV,42819.0,13.0,58.66666666666667,4.2,gas,MD,BGE,Withdrawn,gen
G40,2001-07-20,Warren 230kV,13365.0,230.0,92.5,260.0,gas,PA,PENELEC,Withdrawn,gen
G41,2001-07-26,Croydon,29526.0,138.0,100.0,750.0,gas,PA,PECO,Withdrawn,gen
G42,2001-07-26,Keystone/Conemaugh 500kV,31985.0,500.0,100.0,600.0,gas,PA,PENELEC,Withdrawn,gen
G43,2001-07-30,Homer City,13234.0,138.0,100.0,600.0,gas,PA,PENELEC,Withdrawn,gen
G44,2001-07-30,Dupont Seaford 69kV,52678.0,69.0,85.0,30.0,gas,DE,DPL,Deactivated,gen
G45,2001-07-30,Richmond,5371.0,138.0,100.0,575.0,gas,PA,PECO,Withdrawn,gen
G46,2001-07-31,Peach Bottom 500kV,14669.0,500.0,100.0,2256.0,other,PA,PECO,In Service,gen
G47,2001-07-31,Birdsboro 69kV,1440.0,69.0,70.0,32.0,gas,PA,ME,Withdrawn,gen
G48,2001-07-31,Birdsboro 69kV,1440.0,69.0,70.0,10.0,gas,PA,ME,Withdrawn,gen
G49,2001-07-31,Clinton 69kV,14245.0,69.0,100.0,10.0,gas,PA,PPL,Withdrawn,gen
G50,2001-07-31,Dickerson 230kV,12884.0,230.0,100.0,910.0,gas,MD,PEPCO,Withdrawn,gen
G51,2001-07-31,Keystone 500kV,31985.0,500.0,100.0,75.0,gas,PA,PENELEC,Withdrawn,gen
G51_W60,2001-07-31,Hatfield Ferry 500 kV,31728.0,500.0,87.14285714285714,525.0,other,PA,APS,Withdrawn,gen
G51_W61,2001-07-31,Gates Hill 138 kV,39344.0,138.0,77.5,525.0,gas,PA,APS,Withdrawn,gen
G51_W62,2001-07-31,Eastalco 230 kV,17745.0,230.0,63.42857142857143,640.0,gas,MD,APS,Withdrawn,gen
G51_W63,2001-07-31,Upton 34.5 kV,4086.0,34.5,64.72727272727273,9.9,gas,PA,APS,In Service,gen
H01,2001-07-26,Susquehanna 500kV,31753.0,500.0,100.0,52.0,other,PA,PPL,Withdrawn,gen
H02,2001-08-20,Susquehanna 230kV,31753.0,230.0,100.0,9.0,other,PA,PPL,In Service,gen
H03,2001-08-21,Susquehanna 500kV,31753.0,500.0,100.0,1153.0,other,PA,PPL,In Service,gen
H04,2001-09-07,Wright 69kV (Wind),30492.0,69.0,80.0,16.9,wind,PA,PPL,Withdrawn,gen
H04_W64,2001-09-17,Henry 138 kV,13797.0,138.0,82.5,150.0,wind,WV,APS,Withdrawn,gen
H05,2001-09-18,Riverside 230/115kV,13073.0,115.0,90.76923076923077,600.0,gas,MD,BGE,Withdrawn,gen
H05_MTX9,2001-09-25,,,138.0,0.0,,other,MD,Unknown,Withdrawn,gen
H05_W65,2001-10-15,Tallmansville 138 kV,12504.0,138.0,78.26086956521739,100.0,gas,WV,APS,Withdrawn,gen
H06,2001-10-22,Chichester 230kV,13264.0,230.0,100.0,750.0,gas,PA,PECO,In Service,gen
H07,2001-10-25,Salem - East Windsor 500kV,18954.0,500.0,100.0,200.0,gas,NJ,AEC,Withdrawn,gen
H08,2001-11-07,Richmond 230kV,5371.0,230.0,100.0,560.0,gas,PA,PECO,Withdrawn,gen
H08_W66,2001-11-14,Windsor 138 kV,13378.0,138.0,92.0,300.0,gas,WV,APS,Withdrawn,gen
H09,2001-11-15,Hooversville & Johns-Alt 230kV,32215.0,230.0,78.36363636363636,635.0,gas,PA,PENELEC,Withdrawn,gen
H10,2001-11-20,North Temple 230kV,13620.0,230.0,100.0,560.0,gas,PA,ME,Withdrawn,gen
H11,2001-11-20,New Freedom - Cardiff 230kV,29542.0,230.0,100.0,500.0,gas,NJ,AEC,Withdrawn,gen
H12,2001-11-20,Edgemoor 230kV,16792.0,230.0,100.0,189.0,gas,DE,DPL,In Service,gen
H13,2001-11-27,Dolfield,12985.0,138.0,100.0,9.0,gas,MD,BGE,In Service,gen
H14,2001-11-30,TMI-Peach Bottom 500kV,14013.0,500.0,52.0,1060.0,gas,PA,ME,Withdrawn,gen
H14_W67,2001-12-10,Enon 138 kV,14362.0,138.0,100.0,500.0,gas,PA,APS,Withdrawn,gen
H15,2001-12-20,Chapman-Moshannon 230kV,33161.0,230.0,100.0,520.0,gas,PA,PENELEC,Withdrawn,gen
H16,2001-12-21,Edgemoor,16792.0,138.0,100.0,565.0,gas,DE,DPL,Withdrawn,gen
H17,2002-01-11,Salem 500kV,18954.0,500.0,100.0,2394.0,other,NJ,PSEG,In Service,gen
H18,2002-01-11,Hope Creek 500kV,31821.0,500.0,100.0,1221.0,other,NJ,PSEG,In Service,gen
H19,2002-01-11,Hope Creek 500kV,31821.0,500.0,100.0,1221.0,other,NJ,PSEG,In Service,gen
H20,2002-01-21,Oak Grove 13.8kV,31454.0,13.8,92.0,3.5,gas,MD,PEPCO,In Service,gen
H20_CE12,2002-01-21,,,138.0,0.0,700.0,other,IL,ComEd,Withdrawn,gen
H21,2002-01-24,Ironwood 230kV,13613.0,230.0,90.0,100.0,gas,PA,ME,Withdrawn,gen
H21_W68,2002-01-29,Greenland Gap 500kV,31409.0,500.0,100.0,300.0,wind,WV,APS,In Service,gen
H22,2002-01-30,Erie South,14439.0,138.0,92.3076923076923,300.0,gas,PA,PENELEC,Withdrawn,gen
H23,2002-01-30,Bear Creek,31765.0,138.0,100.0,10.0,wind,PA,PPL,Withdrawn,gen
H23_W69,2002-01-29,Bluestone Dam 46 kV,33037.0,46.0,64.72727272727273,41.0,gas,WV,APS,Withdrawn,gen
H23_W70,2002-01-30,Kelso Gap 138 kV,8700.0,138.0,78.66666666666667,100.0,wind,MD,APS,In Service,gen
H24,2002-01-31,Forest 230kV,32638.0,230.0,100.0,575.0,gas,PA,PENELEC,Withdrawn,gen
H25,2002-01-31,Hooversville 230kV,32215.0,230.0,92.0,500.0,gas,PA,PENELEC,Withdrawn,gen
H26,2002-01-31,Eagle Point 230kV,29934.0,230.0,100.0,25.0,gas,NJ,PSEG,Withdrawn,gen
H27,2002-01-31,Marion 26.4kV,14372.0,26.4,92.0,2.85,gas,NJ,PSEG,In Service,gen
H27_W71,2002-01-31,McConnellsburg-Guilford 138 kV,14098.0,138.0,100.0,252.0,gas,PA,APS,Withdrawn,gen
H27_W72,2002-01-31,McConnellsburg-Cherry Run 138 kV,14098.0,138.0,100.0,350.0,gas,PA,APS,Withdrawn,gen
I01,2002-02-13,Ontario 23kV,4777.0,23.0,92.0,7.5,wind,NJ,AEC,In Service,gen
I02,2002-02-15,Erie West-Ashtabula 345kV,31407.0,345.0,100.0,1998.0,gas,OH,PENELEC,Withdrawn,gen
I02_W73,2002-03-07,Harrison 500 kV,35757.0,500.0,100.0,35.0,other,WV,APS,In Service,gen
I03,2002-03-20,TMI-Peach Bottom 500kV,14013.0,500.0,52.0,550.0,gas,PA,PPL,Withdrawn,gen
I03_W74,2002-03-27,Savage 138kV,32553.0,138.0,92.0,40.0,wind,PA,APS,Withdrawn,gen
I04,2002-03-29,Somerset-Allegheny 115kV,7441.0,115.0,100.0,45.0,wind,PA,PENELEC,Withdrawn,gen
I05,2002-04-02,Whiteoak (sub153) 13kV,32814.0,13.0,58.66666666666667,6.0,gas,MD,PEPCO,Withdrawn,gen
I06,2002-04-08,Greenwich Pumphousse 2.4kV,32317.0,138.0,82.27272727272728,1.7,gas,NJ,AEC,In Service,gen
I07,2002-04-11,W. H. Sammis 345kV,5022.0,345.0,83.63636363636364,1860.0,other,OH,PENELEC,Withdrawn,gen
I07_MTX8,2001-09-25,,,138.0,0.0,,other,NJ,Unknown,Withdrawn,gen
I08,2002-04-19,Cromby 230kV,31790.0,230.0,100.0,870.0,gas,PA,PECO,Withdrawn,gen
I09,2002-05-10,Bath County 500kV,11505.0,500.0,100.0,252.0,other,VA,APS,Withdrawn,gen
I10,2002-06-11,Bethesda (Sub 6),32855.0,138.0,94.0,2.0,gas,MD,PEPCO,In Service,gen
I11,2002-07-19,Cardiff 230kV,29640.0,230.0,100.0,450.0,gas,NJ,AEC,Withdrawn,gen
I12,2002-07-29,Grand Point 69kV,14093.0,69.0,92.0,30.5,other,PA,APS,In Service,gen
I13,2002-07-30,Hooversville 115kV,32215.0,115.0,100.0,29.4,wind,PA,PENELEC,In Service,gen
I14,2002-07-31,Upton 34.5kV,4086.0,34.5,64.72727272727273,14.0,gas,PA,APS,In Service,gen
I15,2002-07-31,Scalp Level 115kV,13235.0,115.0,100.0,9.9,gas,PA,PENELEC,Withdrawn,gen
I16,2002-07-31,Atwell 25kV,38649.0,25.0,68.92307692307692,10.0,gas,PA,APS,Withdrawn,gen
I17,2002-07-31,Pine Grove 69kV,24244.0,69.0,100.0,10.0,gas,PA,PPL,Withdrawn,gen
I18,2002-07-31,South Park 25kV,17632.0,25.0,92.0,10.0,gas,PA,APS,Withdrawn,gen
I19,2002-07-31,Level Green 25kV,5061.0,25.0,72.0,10.0,gas,PA,APS,Withdrawn,gen
I20,2002-07-31,Wycoff 25kV,5447.0,25.0,58.66666666666667,10.0,gas,PA,APS,Withdrawn,gen
I22,2002-07-31,Hinton 46kV,870.0,46.0,82.0,41.0,other,WV,APS,Withdrawn,gen
J01,2002-08-28,Monterey 69kV,33421.0,69.0,92.0,41.0,wind,VA,APS,Withdrawn,gen
J01_MTX,2002-08-30,Hope Creek 500kV Cedar Creek 230kV,31821.0,500.0,100.0,0.0,other,DC,PSEG,Withdrawn,gen
J02,2002-09-09,Hudson 230kV,26633.0,230.0,82.0,750.0,gas,NJ,PSEG,Withdrawn,gen
J02_MTX11,2003-02-11,Vienna 230kV - Chalk Point 230kV,13111.0,230.0,100.0,0.0,other,MD,Unknown,Withdrawn,gen
J02_MTX13,2002-09-16,Keeney XFMR 230/138kV,13097.0,138.0,82.0,0.0,other,DE,DPL,In Service,gen
J03,2002-09-26,Edgemoor,16792.0,138.0,100.0,565.0,gas,DE,DPL,Withdrawn,gen
J03_CE14,2002-10-15,Sublette Wind Farm,13907.0,138.0,68.66666666666667,20.0,wind,IL,ComEd,Withdrawn,gen
J04,2002-10-18,Bustleton 138kV,29538.0,138.0,100.0,7.0,gas,NJ,PSEG,Withdrawn,gen
J04_CE15,2002-10-20,West Brooklyn Wind Farm,48294.0,138.0,82.0,25.0,wind,IL,ComEd,Withdrawn,gen
J05,2002-10-25,Huron 69kV,13117.0,69.0,72.72727272727273,8.0,gas,NJ,AEC,In Service,gen
J06,2002-10-25,Bear Creek 69kV,31765.0,69.0,100.0,34.0,wind,PA,PPL,Withdrawn,gen
J06_CE16,2002-10-31,,,138.0,0.0,100.0,other,IL,ComEd,Withdrawn,gen
J07,2002-11-01,North Franklin 138kV,32558.0,138.0,94.0,155.0,wind,WV,APS,Withdrawn,gen
J07_MTX12,2002-11-01,Cheswold XFMR 138/69kV,16004.0,69.0,84.11764705882354,0.0,other,DE,DPL,In Service,gen
J08,2002-12-12,Whiteoak,32814.0,138.0,94.11764705882352,6.0,gas,MD,PEPCO,In Service,gen
J08_MTX14,2003-01-03,Sayreville 230kV,26541.0,230.0,100.0,80.0,other,NJ,Unknown,Withdrawn,gen
J08_MTX15,2003-01-03,Sewaren 230kV,18978.0,230.0,100.0,790.0,other,NJ,Unknown,Withdrawn,gen
J09,2003-01-31,Harrisburg Authority,39231.0,138.0,85.0,26.0,gas,PA,PPL,In Service,gen
K01,2003-02-10,Salem 69kV,23484.0,69.0,100.0,8.0,other,NJ,AEC,Deactivated,gen
K02,2003-02-25,East Towanda-Moshannon 230kV,13718.0,230.0,62.58823529411764,70.0,wind,PA,PENELEC,In Service,gen
K02_CE18,2003-02-26,Baileyville Wind Farm,911.0,138.0,66.66666666666667,80.0,wind,IL,ComEd,Withdrawn,gen
K03,2003-03-03,Wright 69kV,30492.0,69.0,80.0,39.6,wind,PA,PPL,Withdrawn,gen
K04,2003-04-15,Camden 26kV,29531.0,26.0,92.0,5.1,gas,NJ,PSEG,In Service,gen
K04_CE17,2003-04-15,Lena Wind Farm,13474.0,138.0,75.0,80.0,wind,IL,ComEd,Withdrawn,gen
K04_CE19,2003-04-15,Freeport Wind Farm,34361.0,138.0,83.33333333333333,80.0,wind,IL,ComEd,Withdrawn,gen
K05,2003-04-23,Cedar 69kV,14660.0,69.0,100.0,0.12,gas,NJ,AEC,Withdrawn,gen
K06,2003-05-06,Easton 69kV,13101.0,69.0,100.0,10.0,gas,MD,DPL,In Service,gen
K07,2003-05-07,Easton 69kV,13101.0,69.0,100.0,10.0,gas,MD,DPL,In Service,gen
K07_CE20,2003-05-16,Benson Wind Farm,13907.0,138.0,72.0,158.0,wind,IL,ComEd,Withdrawn,gen
K08,2003-05-21,Morgantown / Oak Grove,12825.0,138.0,100.0,1800.0,gas,MD,PEPCO,Withdrawn,gen
K09,2003-06-05,Bear Creek,31765.0,138.0,100.0,34.0,wind,PA,PPL,Withdrawn,gen
K10,2003-07-16,Somerset 115kV,7441.0,115.0,100.0,6.0,wind,PA,PENELEC,Withdrawn,gen
K11,2003-07-25,Greenland Gap 500kV,31409.0,500.0,100.0,300.0,wind,WV,APS,In Service,gen
K12,2003-07-28,Somerset-Allegheny 115kV,7441.0,115.0,100.0,13.0,wind,PA,PENELEC,Withdrawn,gen
K13,2003-07-28,Hooversville 115kV,32215.0,115.0,100.0,29.4,wind,PA,PENELEC,In Service,gen
K14,2003-07-28,Monterey 69kV,33421.0,69.0,92.0,7.0,wind,VA,APS,Withdrawn,gen
K15,2003-07-28,Bear Creek 69kV,31765.0,69.0,100.0,6.8,wind,PA,PPL,Withdrawn,gen
K16,2003-07-28,Birdsboro 69kV,1440.0,69.0,70.0,9.9,gas,PA,ME,Withdrawn,gen
K17,2003-07-28,Emerald 6 25kV,23759.0,25.0,55.1578947368421,5.0,gas,PA,APS,Withdrawn,gen
K18,2003-07-30,Arnold (Green Mountain) 115kV,1398.0,115.0,81.25,10.4,wind,PA,PENELEC,Deactivated,gen
K19,2003-07-30,Backbone Mountain 138kV,13461.0,138.0,77.5,90.0,wind,WV,APS,In Service,gen
K20,2003-07-30,Mill Run 25 kV,29641.0,25.0,77.0,15.0,wind,PA,APS,In Service,gen
K21,2003-07-30,East Carbondale 69kV,13553.0,69.0,100.0,64.5,wind,PA,PPL,In Service,gen
K22,2003-07-30,Somerset 22.86kV,7415.0,86.0,83.81818181818181,9.0,wind,PA,PENELEC,In Service,gen
K23,2003-07-30,Meyersdale North 115 kV,16040.0,115.0,64.5,30.0,wind,PA,PENELEC,In Service,gen
K24,2003-07-30,Henry 138kV,13797.0,138.0,82.5,150.0,wind,WV,APS,Withdrawn,gen
K25,2003-07-30,Savage 138kV,32553.0,138.0,92.0,40.0,wind,PA,APS,Withdrawn,gen
K26,2003-07-30,North Franklin 138kV,32558.0,138.0,94.0,155.0,wind,WV,APS,Withdrawn,gen
K27,2003-07-30,Calvert Cliffs 500kV,31440.0,500.0,100.0,1740.0,other,MD,BGE,Withdrawn,gen
K28,2003-07-31,Kelso Gap 138kV,8700.0,138.0,78.66666666666667,100.0,wind,MD,APS,In Service,gen
K29,2003-07-31,Ontario,4777.0,138.0,100.0,7.5,wind,NJ,AEC,Withdrawn,gen
L01,2003-08-01,Morgantown / Oak Grove,12825.0,138.0,100.0,1800.0,gas,MD,PEPCO,Withdrawn,gen
L01_AEP137,2003-08-27,Bellefonte-N. Proctorville 138kV,11390.0,138.0,100.0,165.0,other,OH,AEP,Withdrawn,gen
L01_CE21,2003-08-05,Pearl City Wind Farm,13474.0,138.0,78.94736842105263,15.0,wind,IL,ComEd,Withdrawn,gen
L02,2003-09-10,Pleasantville 12 kV,25024.0,12.0,84.3076923076923,1.5,gas,NJ,AEC,In Service,gen
L03,2003-09-10,Morgantown,12825.0,138.0,100.0,0.8,gas,PA,PPL,Withdrawn,gen
L04,2003-10-08,Chestnut Ridge 138 kV,44835.0,138.0,92.0,60.0,wind,PA,APS,Withdrawn,gen
L05,2003-10-10,Bear Creek 69kV,31765.0,69.0,100.0,25.0,wind,PA,PPL,Withdrawn,gen
L05_CE22,2003-10-15,Camp Grove,26627.0,138.0,76.19047619047619,150.0,wind,IL,ComEd,In Service,gen
L06,2003-10-20,Graceton 230kV,18068.0,230.0,100.0,550.0,gas,PA,PECO,Withdrawn,gen
L07,2003-10-23,Jenkins-Harwood #2 69kV,13472.0,69.0,100.0,42.9,wind,PA,PPL,Withdrawn,gen
L08,2003-11-07,Holtwood 69kV,11627.0,69.0,75.0,109.0,other,PA,PPL,In Service,gen
L09,2003-11-07,Montour #1 230kV,13418.0,230.0,93.33333333333333,761.0,other,PA,PPL,In Service,gen
L10,2003-11-12,Hatfield 500 kV,31728.0,500.0,100.0,520.0,other,PA,APS,Withdrawn,gen
L11,2003-12-02,Rockwood 25 kV,14226.0,25.0,92.0,9.9,wind,PA,APS,Withdrawn,gen
L12,2003-12-04,Essex,19235.0,138.0,100.0,6.0,gas,NJ,PSEG,Withdrawn,gen
L12_CE23,2003-12-08,West Brooklyn II,48294.0,138.0,88.46153846153847,20.0,wind,IL,ComEd,Withdrawn,gen
L12_CE24,2003-12-10,Willow Creek Wind Farm,13474.0,138.0,80.87096774193549,79.0,wind,IL,ComEd,Withdrawn,gen
L13,2003-12-19,Rockwood,14226.0,138.0,100.0,40.0,wind,PA,PENELEC,In Service,gen
L13_CE25,2003-12-26,Geneva,13324.0,138.0,100.0,29.0,gas,IL,ComEd,In Service,gen
L13_CE26,2004-01-18,Heartland Grand Ridge,19136.0,138.0,63.33333333333333,175.0,wind,IL,ComEd,Withdrawn,gen
L13_CE27,2004-01-18,Heartland Wind Livingston,6471.0,138.0,82.0,225.0,wind,IL,ComEd,Withdrawn,gen
L14,2004-01-20,Berlin 69kV Tap 5 MW,16119.0,69.0,92.0,5.0,other,MD,AEC,Withdrawn,gen
L15,2004-01-20,Buffalo Road-Carry East to NY,13319.0,138.0,100.0,34.0,other,NY,PENELEC,Withdrawn,gen
L16,2004-01-22,Monterey 69KV,33421.0,69.0,92.0,35.0,wind,VA,APS,Withdrawn,gen
L17,2004-01-22,Rolling Hills,40249.0,138.0,69.48717948717947,6.0,gas,PA,ME,Deactivated,gen
L18,2004-01-28,Bear Creek,31765.0,138.0,100.0,26.0,wind,PA,PPL,In Service,gen
L19,2004-01-28,Karthaus 230kV,33357.0,230.0,63.42857142857143,290.0,other,PA,APS,Withdrawn,gen
L20,2004-01-30,Birdsboro 13.2kV,1440.0,13.2,62.0,10.0,gas,PA,ME,Withdrawn,gen
L21,2004-01-30,Hudson #2,26635.0,138.0,79.71428571428571,0.0,gas,NJ,PSEG,Withdrawn,gen
M01,2004-02-01,Morgantown-Oak Grove,12825.0,138.0,100.0,1800.0,gas,MD,PEPCO,Withdrawn,gen
M02,2004-02-23,Jenkins-Harwood #2,13472.0,138.0,100.0,51.0,wind,PA,PPL,Withdrawn,gen
M03,2004-02-23,Cardiff,29640.0,138.0,100.0,450.0,gas,NJ,AEC,Withdrawn,gen
M04,2004-02-25,Calvert Cliffs,31440.0,138.0,100.0,1740.0,other,MD,BGE,In Service,gen
M05,2004-03-05,Black Oak - Bedington,977.0,138.0,100.0,0.0,other,WV,APS,In Service,gen
M06,2004-03-11,Grand Point,14093.0,138.0,100.0,30.5,other,PA,APS,Withdrawn,gen
M07,2004-03-12,Peckville (Archbald),31783.0,138.0,85.0,50.0,gas,PA,PPL,In Service,gen
M08,2004-03-29,Somerset-Allegheny,7415.0,138.0,100.0,65.0,wind,PA,PENELEC,Withdrawn,gen
M09,2004-03-30,Island Road,17735.0,138.0,100.0,50.0,other,PA,PECO,Withdrawn,gen
M09_CE28,2004-04-14,Wempletown 345kV,20819.0,345.0,100.0,200.0,wind,IL,ComEd,Withdrawn,gen
M10,2004-05-06,Vienna/Chalk Point,13111.0,138.0,100.0,400.0,other,MD,PEPCO,Withdrawn,gen
M11,2004-05-19,Susquehanna #1,31753.0,138.0,95.38461538461539,2520.0,other,PA,PPL,In Service,gen
M12,2004-05-19,Susquehanna #2,31753.0,138.0,95.38461538461539,2520.0,other,PA,PPL,In Service,gen
M13,2004-05-27,Amboy,38430.0,138.0,75.0,3.3,wind,IL,ComEd,Withdrawn,gen
M14,2004-06-09,Churchtown-Cumberland 230kV,29926.0,230.0,100.0,100.0,gas,NJ,AEC,Withdrawn,gen
M15,2004-06-09,Union City 230kV,34635.0,230.0,92.0,302.0,gas,PA,PENELEC,Withdrawn,gen
M16,2004-06-10,Peach Bottom T1,14669.0,138.0,94.0,0.0,other,PA,PECO,Withdrawn,gen
M17,2004-06-15,Mount Zion 13.8 kV,32863.0,13.8,92.0,4.0,gas,MD,PEPCO,Withdrawn,gen
M18,2004-06-17,Dixon-Mendota 34kV,34666.0,34.0,72.0,1.65,wind,IL,ComEd,Withdrawn,gen
M19,2004-06-25,Otter Point,12906.0,138.0,100.0,4.5,gas,MD,BGE,In Service,gen
M20,2004-07-13,Chestnut Valley 25kV,13941.0,25.0,69.5,5.0,gas,PA,APS,Withdrawn,gen
M21,2004-07-23,Rochelle,23403.0,138.0,100.0,20.0,other,IL,ComEd,In Service,gen
M22,2004-07-23,Cambria Slope 115kV,13597.0,115.0,76.92307692307692,125.0,other,PA,PENELEC,Withdrawn,gen
M23,2004-07-26,Henry 138kV,13797.0,138.0,82.5,150.0,wind,WV,APS,Withdrawn,gen
M24,2004-07-27,Grassy Falls,14629.0,138.0,82.5,186.0,hybrid,WV,APS,In Service,gen
M25,2004-07-29,South Reading (United Corrstack) 69kV,13622.0,69.0,80.38461538461539,12.0,other,PA,ME,Withdrawn,gen
M26,2004-07-29,Champion,33138.0,138.0,80.0,150.0,gas,PA,APS,Withdrawn,gen
M27,2004-07-30,Eddystone 138kV,29593.0,138.0,100.0,1408.0,other,PA,PECO,In Service,gen
M28,2004-07-30,Elwood-Dresden 345kV,20758.0,345.0,100.0,700.0,other,IL,ComEd,Withdrawn,gen
845542,2007-12-20,PJM-TVA,31685.0,138.0,57.14285714285714,90.0,other,,,Confirmed,gen
845546,2007-12-20,PJM-TVA,31685.0,138.0,57.14285714285714,90.0,other,,,Confirmed,gen
852544,2008-01-08,PJM-WEC,31685.0,138.0,57.14285714285714,10.0,other,,,Confirmed,gen
930679,2008-06-19,AMIL-PJM,29641.0,138.0,75.0,43.0,other,,,Confirmed,gen
931128,2008-06-19,AMIL-PJM,29641.0,138.0,75.0,25.0,other,,,Confirmed,gen
931224,2008-06-19,LGEE-PJM,4036.0,138.0,85.71428571428572,63.0,other,,,Confirmed,gen
931229,2008-06-19,LGEE-PJM,4036.0,138.0,85.71428571428572,62.0,other,,,Confirmed,gen
931258,2008-06-19,AMIL-PJM,29641.0,138.0,75.0,240.0,other,,,Confirmed,gen
945095,2008-07-15,CIN-PJM,14626.0,138.0,75.0,368.0,other,,,Confirmed,gen
963385,2008-08-11,PJM-CPLE,31685.0,138.0,57.14285714285714,89.0,other,,,Confirmed,gen
999367,2008-09-26,FE-PJM,,138.0,0.0,108.0,other,,,Withdrawn,gen
N01,2004-08-02,Graceton-Nottingham 230kV,18068.0,230.0,100.0,550.0,gas,PA,PECO,Withdrawn,gen
N02,2004-08-02,Peach Bottom,14669.0,138.0,100.0,550.0,gas,PA,PECO,Withdrawn,gen
N02_AEP139,2004-08-04,McClung 138kV,864.0,138.0,100.0,200.0,wind,WV,AEP,Withdrawn,gen
N03,2004-08-25,Edgemoor 69kV,16792.0,69.0,92.0,121.0,gas,DE,DPL,In Service,gen
N04,2004-08-25,Edgemoor 230kV,16792.0,230.0,100.0,189.0,gas,DE,DPL,Withdrawn,gen
N05,2004-08-25,Edgemoor 138kV,16792.0,138.0,100.0,242.0,gas,DE,DPL,In Service,gen
N06,2004-09-16,Hamilton 12kV,33737.0,12.0,92.0,0.047,gas,PA,PPL,In Service,gen
N07,2004-09-28,Monterey 69kV,33421.0,69.0,92.0,39.0,wind,VA,APS,Withdrawn,gen
N08,2004-09-28,Dans Mountain,13461.0,138.0,81.25,125.0,wind,PA,APS,Withdrawn,gen
N09,2004-10-04,Grassy Falls 138kV,14629.0,138.0,82.5,90.0,other,WV,APS,Withdrawn,gen
N10,2004-10-11,Grangston 138 kV,33172.0,138.0,75.0,300.0,gas,WV,AEP,In Service,gen
N11,2004-10-11,Wolf Hills 138 kV,5266.0,138.0,87.64705882352942,275.0,gas,VA,AEP,In Service,gen
N12,2004-10-13,North Haverhill 69 kV,16040.0,69.0,72.72727272727272,75.0,other,OH,AEP,In Service,gen
N13,2004-11-01,Beaver Valley,13476.0,138.0,100.0,1652.0,other,PA,DL,In Service,gen
N14,2004-11-22,Frackville-Hauto #3 69kV,32745.0,69.0,100.0,27.3,wind,PA,PPL,In Service,gen
N15,2004-12-02,LaSalle 138 kV,20760.0,138.0,93.33333333333333,150.0,wind,IL,ComEd,In Service,gen
