name,fid
Eagle Valley In - Pine Luff 34Th & Main 138 kV Circuit 1,L:8606:8827:138
Garrison - W Hamlin 161 kV Ckt 1,L:3352:3667:161
Hoefsoa2 - Eaton Park 138 kV,L:18547:18555:138
Danskammer - Snettisham Substation 138 kV,L:5171:5770:138
Commonwealth Edison Des Plaines - San Andres 230 kV Line,L:22982:23095:230
Corners - Fredericksburg 345 kV,L:9734:10070:345
Elmhurst - Saxon Crk 100 kV Line 1,L:23122:23124:100
Chewelah - Twin Branch 2 138 kV,L:9439:9652:138
Millennium Power - Cobble Hill 138 kV Circuit 1,L:7992:7995:138
Altamont - Waveland 138 kV Line 1,L:5203:5964:138
Rock Tavern 2 - Arbors 100 kV Circuit 1,L:22967:23027:100
North - Sugar Island 138 kV Line 1,L:7223:7312:138
Metzerott Rd - Duval 138 kV #1,L:8867:8931:138
Mullens - Sophia 138 kV Line 1,L:18387:18534:138
Northwest Tap - Lcec N. 5 500 kV Line 1,L:7116:7139:500
Pine Bluff 34Th & Main - Rosecrans 138 kV Ckt 1,L:8827:8831:138
Molalla - Hambrick 100 kV Circuit 1,L:20117:20118:100
Central Ferry - Aidlin Tap 100 kV Ckt 1,L:22791:23423:100
Carlyss - Kammer 2 100 kV Cir. 1,L:18331:18758:100
Lanexa - Ocoee 3 138 kV #1,L:10012:10020:138
Lawndale - Potlatch 138 kV #1,L:7349:7370:138
Congress - Gilchrist Substation 100 kV Line 1,L:20101:20202:100
Himes - Fairlawn 138 kV Circuit 1,L:7577:7578:138
Sandhill - Glory Rd 138 kV Circuit 1,L:6722:6725:138
Chatom - Lawdale 138 kV,L:7349:7365:138
Algoma - Waterside 345 kV Circuit 1,L:7664:8251:345
Berkeley F - Portner 138 kV Ckt 1,L:8463:9088:138
Frederick Rd - Hollofield 138 kV Line 1,L:8486:8561:138
Phillippi - Mill 138 kV Ckt 1,L:5139:5922:138
St Just 1203 - Bath 100 kV Line 1,L:20046:20183:100
Hillcrst - Rose Hill 100 kV Circuit 1,L:21764:21772:100
Horno - Tri-County 138 kV line,L:8458:8459:138
Darien - Sycamore 138 kV Line 1,L:17079:17421:138
Archer Daniels Midland Cedar Rapids - Atchelitz 138 kV Line 1,L:6354:6358:138
J Woodruff - Mecklenburg Power Station Substation 138 kV Circuit 1,L:9489:9650:138
Oranetree - Fostoria 100 kV Circuit 1,L:19889:19902:100
Lenape - Hicross 138 kV Circuit 1,L:6296:6299:138
Piney Rd - Mc Farlnd 138 kV,L:5843:5886:138
Wauchula Substation - Lind 100 kV Line 1,L:22859:23071:100
E Jackson 1&2 - Statesville Delivery No 3 100 kV,L:20249:20314:100
Peaceable - Forest 138 kV,L:18498:18500:138
Airport Rd - Big Timber Auto 100 kV Circuit 1,L:23007:23412:100
Lucas Co - Colorado Green 100 kV #1,L:18731:19523:100
Bow Lake - Juno Beach 100 kV Ckt 1,L:21836:22096:100
Adobe - Lake City 138 kV Line 1,L:7872:8184:138
Twin Bridges - Ferncliff 138 kV Cir. 1,L:8754:8756:138
Marlette - Floresville 138 kV Cir. 1,L:7648:7651:138
Jonesboro Spa - Mccain 138 kV,L:8734:8748:138
Olinda - Bingen 100 kV,L:22927:22945:100
Whitney - Glade 138 kV,L:8166:8258:138
Caples - New Holstein Sw Sta 100 kV Cir. 1,L:19333:19334:100
Sierra Pine - Germantown Sw Yd Substation 100 kV Cir. 1,L:19915:19916:100
Bear Crk - Covanta Allingford Energy 100 kV Cir. 1,L:23276:23291:100
Saddle Brook - Altamont 138 kV Cir. 1,L:5203:5765:138
Douglaston - Shiprock Tap 100 kV,L:23405:23519:100
Gould - Olympia 100 kV Ckt 2,L:20007:20009:100
Meadow Bridge - Hofman 138 kV Line 1,L:18063:18100:138
Weed Junction - National 138 kV Circuit 1,L:10229:10236:138
Bear Creek - Elk Grove 100 kV #1,L:23276:23305:100
Mesa Heights - Bristers 100 kV,L:19148:19531:100
Picway - Norwich 100 kV Line,L:19125:19126:100
Medical Ctr - Malabar 138 kV L,L:5136:5407:138
West Sparta - Brevort 100 kV Line 2,L:23165:23224:100
Yamato - Foster Wheeler Mt Carmel Cogen 138 kV #1,L:6325:7123:138
Yanke - Bayport 138 kV Circuit 1,L:9568:16817:138
Spicewood - Catawba 2 138 kV #1,L:7412:7445:138
Cumberland - Gran Grae 138 kV Line 1,L:7431:7693:138
Seminola - Rosemark 138 kV line,L:6693:6694:138
Keswick - West Bassett 138 kV #1,L:9369:9671:138
Brandywine - Carrcroft 138 kV Circuit 1,L:8343:8388:138
Hutchinson Plant 1 - Angel Mounds 100 kV Cir. 1,L:19879:19929:100
Deer Park Energy Ctr Substation - North Allegheny Windpower Project 138 kV,L:8259:8288:138
Sargent - Morgan Community Solar 138 kV Line 1,L:6871:6880:138
Mt. Harris - Buckeye 230 kV Cir. 1,L:22024:22493:230
Mayberry Tap - Dpc Oakdale 138 kV Circuit 1,L:5678:5711:138
Twin Branch 2 - Chewelah 138 kV Cir. 1,L:9439:9652:138
Erdman - Monument Street 138 kV Ckt 1,L:8465:8566:138
Comorn Dp - Bollman Tap 1 138 kV Circuit 1,L:10017:10018:138
Montgomery Village - Emory Grove 138 kV,L:8843:8869:138
Lusher - Lake Crystal 100 kV,L:22017:22030:100
Hopkins - S Meadow 138 kV,L:17931:18286:138
Willows A Substation - North Endicott 138 kV Ckt 1,L:5685:5829:138
Corners - Cwec Dewey 138 kV,L:10070:10307:138
Mesquite Town E - Quantum Lake Power Lp 100 kV Ckt 1,L:23317:23526:100
Seneca Terminal - Woodward-Tap1 138 kV #1,L:9536:9632:138
Twin Lakes - Holt Switch 100 kV #1,L:19298:19299:100
Salineville - Brer Hill 100 kV,L:19678:19697:100
Brandywine - Crrcroft 138 kV Line 3,L:8343:8388:138
Kirksville - Harmon 100 kV Cir. 1,L:18800:19591:100
Ottawa Avenue Substation - Gila 161 kV Circuit 1,L:2755:2957:161
Sperstition - Redhill 138 kV Cir. 1,L:9110:9111:138
Waupun Correctional Central Heating Plt - Deep Creek Substation 138 kV L,L:8772:9064:138
Lewisburg Substation - Choupique 138 kV Line 1,L:6409:6577:138
Occoquan - Entergy Station S 138 kV Line 1,L:9913:10165:138
S Fork - Hobart 345 kV Line 1,L:6450:6759:345
Ditmar - Briar 138 kV,L:17411:17428:138
Neset 2 - Cayey Tc 100 kV Cir. 1,L:23368:23429:100
Jameson - Anasco 6101 138 kV Line 1,L:9742:9816:138
Raton - Bunker Tap 138 kV Line 1,L:8664:8666:138
Everest - Silver City 138 kV Circuit 1,L:6252:8355:138
Mabury Tap - Circle 1 138 kV #1,L:7430:7690:138
Tyee - Allings Crossing 345 kV Circuit 1,L:17521:17736:345
Westland - Milford 500 kV,L:8093:8257:500
Muscoda Industrial - Skito 138 kV Line 1,L:7758:7824:138
Cordova Park - Macho Springs 138 kV Circuit 1,L:9755:10214:138
Blacksith - Celanese Acetate Llc 138 kV Circuit 1,L:9406:9659:138
Blue Ravine-School - Lsu 500 kV,L:8286:8292:500
Hewitt Rd - Fmc 138 kV Line 1,L:9004:9006:138
Grens Road - Tilton Substation 138 kV,L:10354:10356:138
Rapides - Turley 230 kV Cir. 1,L:23140:23161:230
Freemont - Concord 100 kV,L:22015:22022:100
Gibsonia - Fayetteville S 100 kV Line 1,L:19215:19221:100
Red Oak Ap - Copper Mtn Solar 2 138 kV Line 1,L:7725:8030:138
Friendswood - Ou Spirit Wind Farm 138 kV Line 1,L:9608:16807:138
Dodd Road - Post Substation 100 kV Line 1,L:19019:19021:100
Auburn2 - Golo 138 kV Circuit 1,L:17177:17795:138
Calapooya - E Springfield 100 kV Ckt 1,L:18844:18858:100
Brownfield Switching - Pinkerton 138 kV #1,L:7255:7282:138
Copus - Waynedale 100 kV #1,L:21763:21775:100
Montana - Dead River Substation 100 kV Ckt 1,L:18881:18883:100
Bear Canyon - Mid America 138 kV,L:7422:7423:138
East Sanger - Ce Turbo 100 kV,L:22890:23466:100
Algood - Neligh 100 kV Circuit 1,L:20012:20256:100
University Of Colorado - Unimd 138 kV Line 1,L:17010:17444:138
Hausen Creek - Scovill Rock 138 kV Ckt 1,L:17595:17771:138
Randall St - Taft 138 kV,L:18482:18574:138
South Glens Fall Hydroelectric - Trask 138 kV #1,L:9965:9971:138
Mccall Substtaion - Ellendale 100 kV Ckt 1,L:19828:20082:100
J St - Progress Energy Electric-Belleview 138 kV Line,L:18346:18348:138
Chauncey - John Day Construction 138 kV Circuit 1,L:18298:18301:138
Taylor - Lucent 100 kV Ckt 2,L:19076:19094:100
Malin - Roosevelt 138 kV #1,L:8986:8987:138
Quantum Lke Power Lp - Defiance 100 kV Line 2,L:23282:23317:100
Sunny Slope - Elliot Park Substation 138 kV Cir. 1,L:17897:17903:138
Wagley Robertson - Santa Isabel Tc 100 kV Ckt 1,L:18843:19499:100
Priceville - Peoria Substation 345 kV #1,L:6388:8103:345
Berkley Road - Chuckatuck Substation 138 kV,L:10010:10209:138
Barret - Moorcroft 100 kV Cir. 1,L:19887:19931:100
Crowleys - Deep Crk 138 kV,L:8765:9064:138
Aecc Hydro Sta 2 - Molino 161 kV Line 1,L:2631:2722:161
Hard Rock - Proffit 138 kV Ckt 1,L:9113:9124:138
Morris - Nichols 138 kV #1,L:7780:7785:138
Getchel - Reedy Crk 230 kV Cir. 1,L:19131:19565:230
Fremont Energy Ctr - Rathdrum 100 kV Cir. 1,L:20126:20127:100
George Neal S - Bedford Park Substation 100 kV,L:22908:22916:100
Fermi - Rancho Mission Viejo 100 kV Ckt 2,L:21631:21682:100
Fremont Community Digester Llc - Revere Co 100 kV Ckt 1,L:23882:24570:100
Siloam Springs Southwest Substation - Sara-1 138 kV Circuit 1,L:5508:5530:138
La Grande - Golden Ring 100 kV Line 1,L:18870:18871:100
East Leesville - Driftwood 138 kV Ckt 1,L:6201:6207:138
Jim Hill - South Milford 345 kV Cir. 1,L:18683:18687:345
William F Wyman - Friendswood Rit 138 kV Cir. 1,L:6110:6123:138
Amfor - Perez Substation 138 kV Circuit 1,L:6492:6705:138
Cpi Usa Nc Southport - Ramey Field 2 7006 138 kV Cir. 1,L:18521:18523:138
Rocky Road Power Llc Substation - S Hall 500 kV Cir. 1,L:23302:23495:500
Lea National - Gentilly Road 138 kV Ckt 1,L:8829:8830:138
Wheler Dam - Sewell Crk Energy Substation 138 kV Line 1,L:6236:8353:138
Woolworth Road Co Op - Juneau 138 kV Ckt 1,L:5138:5142:138
Duck Creek - Simpson Tuart 138 kV Circuit 1,L:9817:18212:138
Richburg - West Lebanon 138 kV Line 1,L:8877:9887:138
Hayfield - Van Dom 138 kV Line 1,L:9687:9844:138
Cluff - Ravensworth 138 kV Line 1,L:18102:18116:138
Badoura 230115 Kv - Coachella City 138 kV #1,L:17580:17583:138
Clifton Wilson - Moreno Tap 230 kV Cir. 1,L:22849:22873:230
Watertown Power Plant - N Fork Dam 138 kV Ckt 1,L:7377:7392:138
Keowee - Fiberglas 138 kV Line 1,L:18351:18352:138
Black Riv - Talenenergy Martins Creek Llc Harwood 138 kV,L:6644:7112:138
Halsey - San German 6401 138 kV #1,L:5674:5944:138
Chensource - Saddle Creek 100 kV Ckt 2,L:23144:23146:100
Washington Energy Facility - Muskingum Riv 230 kV Line,L:19537:19594:230
Northview - Coly 138 kV #1,L:6024:6032:138
Sabc Innovative Plastics Mt. Vernon - Phelon Parts 138 kV Ckt 1,L:5477:5499:138
Bayou Chico - Plymouth 3 100 kV Line 1,L:19239:19253:100
Fairway Tap - Jack Creek 138 kV Line 1,L:6142:6776:138
E Longmeadow - Seguin 138 kV,L:9141:9181:138
Shenandoah - Aeropuerto 138 kV Ckt 1,L:5333:5335:138
Howard Down - Salmon Crk 138 kV,L:5952:5997:138
Youngwood - Sevierville 345 kV,L:8220:8228:345
Ross Prairie - Shiloah Iv 138 kV L,L:7208:7228:138
Youngwod - Florence 345 kV Line 1,L:8220:8235:345
Glebe - Midpoint 2 100 kV #2,L:18802:18807:100
Hamilton Peaking - Port Union 230 kV,L:18799:18823:230
San German 6403 - Sand Sta 138 kV,L:18479:18480:138
Thunderbird - Seasons-Bruceville 100 kV Ckt 1,L:20080:20123:100
Suncrest - Cahone 161 kV Circuit 1,L:2621:2622:161
Iron Mtn Substation - Wine Crk Sta Substation 138 kV,L:5215:5767:138
Staunton - Hailey 230 kV Cir. 1,L:19389:19413:230
Admin - Tsawassen Beach Terminal 230 kV #1,L:23270:24027:230
Pittsburg - Huston 100 kV Line 1,L:18710:18716:100
Citrus-Coloma - Crist 138 kV Cir. 1,L:7765:7773:138
Cutrale Citrus Juices Usa Ii Substation - Sub 18339 138 kV Ckt 1,L:18269:18339:138
Re Hill - Watt Rd 138 kV,L:9111:9117:138
Damon - Miles City 138 kV,L:17899:17913:138
Flanders - Alsea 138 kV,L:5365:5774:138
Remington Ct - Morrisville 138 kV,L:9917:9918:138
Centerville Sw - Aldrich 100 kV Line 1,L:19595:19597:100
Mulberry - Channelview 100 kV Cir. 1,L:23334:23369:100
Longview Power Plant - Ft Martin 138 kV Line 1,L:18427:18432:138
B&W Susbtation Substation - Portage Lakes 100 kV Circuit 1,L:20051:20086:100
Chase - Riggsville 138 kV,L:5311:6892:138
Joshua Falls - Quindaro Substation 138 kV Line,L:6057:6979:138
Pine Ridge - Montrose 138 kV #1,L:16481:16489:138
Vitulli - Lowndes Substation 138 kV,L:8006:8008:138
Lone Butte - Lake Rd Mo 138 kV,L:6363:6839:138
Dell City - Willmar 138 kV Circuit 1,L:5933:8340:138
Parksville - Mid-Georgia Cogeneration Facility 100 kV Ckt 1,L:23228:23235:100
Calvo - Abilene Industril Park 138 kV Ckt 1,L:6655:6666:138
Sargent - Mint Farm 138 kV Line 1,L:6871:6882:138
N Main - Alpha 100 kV Circuit 1,L:19173:19184:100
Northwest Tap - Harlan Y 138 kV #1,L:7139:8552:138
Glencoe - Ryegate Power Sta 100 kV Cir. 1,L:18760:18761:100
San Luis Obispo - Holladay 138 kV #1,L:6524:7075:138
Adirondack - Poteet 100 kV Cir. 1,L:18785:18884:100
Caterpillr - East Hills 100 kV Cir. 1,L:19108:19118:100
San Rafael - Fremont Energy Center 100 kV,L:20125:20126:100
Car Care - Klein 138 kV Line 1,L:5490:5898:138
Pratt'S - Harmony Hills 138 kV Cir. 1,L:9479:9483:138
Simon Street - Sunnyside 230 kV,L:20152:20169:230
Coronet - Poly 138 kV Cir. 1,L:7181:7562:138
Talenenergy Martin Creek Llc Allentown - Freeman 138 kV Cir. 1,L:6596:6618:138
Ripple - Ivanpah 138 kV #1,L:8178:8196:138
Creedmoor - Naselle 138 kV #1,L:17779:17780:138
Prosser - Maxwelton 100 kV #1,L:22846:23467:100
Buena Vista - Wildercroft 138 kV #1,L:8914:8950:138
Florida 8602 - Homer City 345 kV Ckt 1,L:8011:8279:345
West Ina Substation - Cooper Ranch 138 kV Cir. 1,L:17045:17048:138
Tate & Lyle Decatur Plant Cogen - Pinal 100 kV Ckt 2,L:23289:23304:100
Denton Dr - Hartman 138 kV Line 1,L:6762:6773:138
Midand - Beaver Valley 345 kV Ckt 1,L:8270:8273:345
Lay Dam - Peosta 100 kV L,L:23215:23297:100
Southwest Lima - Clackamas 100 kV,L:19621:19622:100
Stent Tap - Moorcroft 100 kV,L:19920:19931:100
Rolling Hills - Portland Sta 138 kV Circuit 1,L:6793:7129:138
Deptford - Zumbro Falls 138 kV,L:5428:6918:138
Plaster City - Hanover St 138 kV Cir. 1,L:9421:9425:138
East Bernard - Remington Ct Substation 138 kV Circuit 1,L:9821:9917:138
Milltown Substation - Coffey 138 kV Ckt 1,L:6235:8329:138
Chesapeake Energy Center - Elizabeth Riv Power Sta 138 kV Circuit 1,L:10130:10269:138
Butternut - Willow 138 kV Ckt 1,L:10177:10284:138
Cedar Hill - Gist Creek 500 kV Line,L:18862:19566:500
Grimley Rd - Rossmoor Tap 2 100 kV Circuit 2,L:22013:22021:100
Huntington Beach - Goddard Steam Plant 138 kV Cir. 1,L:8665:9072:138
Geismar - Tuco 100 kV Line 1,L:23326:23327:100
Terminal - Finneytown 100 kV Ckt 2,L:19207:19211:100
Colorado Powerstation Substation - Vista 138 kV Circuit 1,L:5513:5809:138
Davson - Fairmount 100 kV Line,L:19829:19832:100
Mossyrock Pp - Pine Tree Acres Wm Lfgte 138 kV Line 1,L:6328:6825:138
Rancho Seco - Reid Gardner 100 kV Line 1,L:23261:23262:100
Alpaugh - Arbors 100 kV Circuit 1,L:23027:23028:100
Wheelabrator Saugus - Winston 100 kV Cir. 1,L:22792:23428:100
Talpa - Salt Springs Substation 100 kV #1,L:19090:19117:100
Myakka - Pittsfield Generating Lp 138 kV Line 1,L:9451:18488:138
Injction - Lowmoor 138 kV Ckt 1,L:9145:9666:138
Corners - Idalia 345 kV #1,L:10070:10291:345
Peaceable Substation - Forest 138 kV Line 1,L:18498:18500:138
Bair - Kayenta 100 kV,L:18952:22248:100
Iron Mt - Henpeck 138 kV Cir. 1,L:17710:17714:138
Cortland - Homestead Wind Llc 138 kV Line 1,L:7784:7786:138
Laeger - Norco 138 kV Circuit 1,L:9268:18358:138
Clarksburg - Moonstone 138 kV #1,L:8856:8870:138
Met Center - Glasgow Substation 138 kV Cir. 1,L:8328:8638:138
Main Line - Tristate 345 kV Ckt 1,L:17992:18705:345
Michigan Avenue - N. Shannon 345 kV,L:7111:7162:345
N Gatlinburg - W Somerville 138 kV Cir. 1,L:8610:8859:138
Llanerch - Warner 138 kV Ckt 1,L:6469:6953:138
Don Julio-Lorac Vista - Sub 20105 100 kV Circuit 1,L:20099:20105:100
Riverdale - Solar 138 kV Cir. 1,L:8900:8941:138
Bluff Point Wind Facility - Idaho Falls 138 kV Cir. 1,L:17872:17883:138
Yorba Linda - Belle Vista 100 kV Cir. 1,L:20024:20035:100
San Manuel - Boerne 138 kV,L:8331:8642:138
Texlake - Pahokee 138 kV #2,L:8529:8569:138
Belfort - London Substation 138 kV #1,L:18222:18701:138
Columbia Falls - Edward L. Addison Generating Plant 138 kV Cir. 1,L:5495:6147:138
Spruce - Spills 100 kV Ckt 1,L:23025:23096:100
L V Sutton Combined Cycle - Peabody 100 kV line,L:23396:23414:100
Chester - Minden 138 kV Line 1,L:5681:5962:138
Beardsley - Ellington 138 kV Ckt 1,L:18048:18593:138
Creelman - Forbing Road 100 kV,L:20116:20121:100
Us Ord Depot-Herlong - N Little Rock Levy 138 kV Cir. 1,L:16944:16945:138
East Cool Springs - Salina 345 kV Cir. 1,L:6301:8637:345
Sanborn - Central Hudson Beacon 138 kV #1,L:9252:16808:138
Yauco Hidro 2 - Imperial Vly 138 kV #1,L:9825:9826:138
Dresden - Conesville Station 500 kV line,L:19554:19557:500
Vienna Operations - Ubc S Campus 345 kV Cir. 1,L:9046:9055:345
Devon - Riverview 138 kV Line,L:9852:10164:138
Sweetwater Substation - Upper Mechanicville 138 kV Line 1,L:9546:9575:138
Pinehurst - County Line Wp 138 kV Ckt 1,L:17976:17977:138
Belridge 1A - Foreman N 100 kV,L:23283:23474:100
New Astle - Basn Rd 138 kV Line 1,L:8346:8384:138
Hood - Dayton Substation 345 kV #1,L:9185:9436:345
Tower Hill - Nassau Energy Corp 138 kV #1,L:18244:18260:138
Kellnersville - Hummelstown 138 kV Line 1,L:6392:6424:138
Sunrise Power - Lucerne 100 kV Cir. 1,L:19232:19234:100
Old Hickory - Cassidy 100 kV #1,L:8094:20217:100
Pinn Rd - Lafayatte Concord Road 100 kV Cir. 1,L:19151:19153:100
Brodie Lane - Rapids Energy Center 100 kV Circuit 1,L:23399:23403:100
Nassau - Weber 345 kV Line 1,L:5683:5696:345
Manati 8404 - Badoura 230115 Kv 138 kV Ckt 1,L:17005:17583:138
Ealy - Kitimat 138 kV,L:8535:8543:138
Barneys - Hood 138 kV,L:9182:9185:138
Brookfield - Belmont 230 kV #1,L:20018:20032:230
W Branch - Mcclellan-Bell 345 kV #1,L:7195:7253:345
O. H. Hutchings Station - Cooks Pond 100 kV Ckt 2,L:19427:19428:100
Meadows - Endako Cust 230 kV #1,L:23137:23171:230
S Baltimore - Bairoa 3008 138 kV Line 1,L:7666:7667:138
Eddy Ac-Dc-Ac Tie - Monticelo 138 kV Cir. 1,L:16922:17390:138
Segs 7 - Dow Chemical 138 kV Circuit 1,L:5561:5631:138
Gilstrap - Abbe 100 kV L,L:19943:19961:100
Clover - Mcclellan-Adc Substation 345 kV Ckt 1,L:9669:11154:345
Shirland Ave - Walker 100 kV #1,L:19478:19483:100
Hatfield Kp - Whitewater 100 kV #1,L:22777:22779:100
Hamilton Wolfe Rd - Belcher Tn 138 kV Cir. 1,L:18364:18367:138
E Jacksn - Aec 300 100 kV #2,L:23079:23155:100
Sunbright - Brandywine Power Facility 138 kV,L:8651:9070:138
Veirs Mill - Black Mesa 138 kV Cir. 1,L:8893:8905:138
Palmers Corner - Westwing Substation 138 kV L,L:8720:9853:138
Tilcon - Naea Ocean Peaking Power Llc 138 kV Line 1,L:5741:5896:138
Sub 9874 - Country Club 2 138 kV Ckt 1,L:9874:9911:138
Cascade Steel - Mi-Wuk 100 kV Circuit 3,L:22922:23514:100
Des Moines - Byberry 138 kV Ckt 1,L:6156:6866:138
S Hall - Libertyville 100 kV L,L:23278:23302:100
Summit Lake Wps - Monta Vista Upper Substation 138 kV #2,L:8872:8889:138
Minnehaha - Hempstead 100 kV Cir. 1,L:19416:19421:100
Llano Estacado - Allston 138 kV,L:17044:17046:138
Storage Tek I - Sunrise 100 kV Cir. 3,L:22933:22971:100
Victor - Shellburn 138 kV Circuit 1,L:6767:6768:138
Jones - Crockett 138 kV #1,L:6414:6995:138
Sta Fg - Lake June Pump 138 kV Cir. 1,L:6292:6300:138
Vapor - Jardines Metropolitanos 1310 138 kV,L:9840:10082:138
San Bernard - Raymond Substation 138 kV Line 1,L:9448:9449:138
Turnpike - Palmer Tc 138 kV Circuit 1,L:5376:5430:138
Hoeygo - Dranesville 138 kV Circuit 1,L:9870:9896:138
Pantego - Bckley Current 138 kV,L:18059:18685:138
Madison Windpower Llc - Tahiti 100 kV,L:23101:23117:100
Trimble - Greens Bayou 345 100 kV,L:18729:18733:100
Bellgreen Substation - Saratoga 138 kV,L:8725:9000:138
Los Ositos - Turley 500 kV,L:23161:23263:500
Sta 11 - Bonneville 100 kV #1,L:23353:25101:100
Slocum Terminal - Haslerud 100 kV Line 1,L:23098:23150:100
Goodyear Lake Plant - Mcclellan-Bell Substation 345 kV Ckt 1,L:7253:7389:345
Sweetwater - Upper Mechanicville 138 kV Circuit 1,L:9546:9575:138
Hargis Herbert - Gladeview 138 kV Line 1,L:18056:18057:138
Huntington - Ainsworth Wind 100 kV Circuit 1,L:19055:19056:100
Chimacum - Leonard Road 138 kV line,L:17951:18035:138
St Nicholas Cogen Project - Grizzly 138 kV,L:7101:7154:138
Sub 5292 - Woodlynne 138 kV Ckt 1,L:5292:6899:138
Dpc Elroy Substation - Hutchinson Plant2 Substation 138 kV Line 1,L:5943:6203:138
Lake June Pump - Hedges 345 kV #1,L:6300:6521:345
University - Locust 230 kV Circuit 1,L:22032:22584:230
Murray - Skyline 138 kV Cir. 1,L:5296:6843:138
Montverde - Alkali 138 kV Cir. 1,L:9720:9794:138
Millbrae Tap - Beechhurst 138 kV #1,L:17902:17905:138
Raphael Rd - Hartley 138 kV Circuit 2,L:8538:8542:138
Merrill - Copans 138 kV,L:5426:5993:138
Kilner - Edison 345 kV #1,L:5821:5960:345
First St Tap - Blackrock 138 kV Line 1,L:18596:18598:138
Plumas Sierra Rea - Toano 138 kV line,L:9935:10014:138
Rumford Industrial Park - N Omaha 100 kV Cir. 1,L:24025:24039:100
Levttown - Second Fork Substation 138 kV Ckt 1,L:5256:5941:138
Marley - Lone Ine 3 Substation 100 kV,L:20997:22598:100
Gastonia Duke St - Oak Green 138 kV Circuit 1,L:9822:9925:138
Derwood - Kenilworth 138 kV,L:8852:8881:138
Kanaka - Milaca 138 kV Cir. 1,L:9940:10079:138
Gilstrap Substation - Abbe 100 kV L,L:19943:19961:100
Hatfields Ferry Power Sta - Batesville 138 kV Cir. 1,L:9259:9488:138
Cargill - West Riverside 138 kV L,L:7192:7356:138
Greenack-Fairoaks - Taylorville S 138 kV #1,L:18359:18668:138
Juan Domingo 1903 - Mtu Substation 138 kV Cir. 1,L:16958:16959:138
Tiana - Baker River 100 kV line,L:23125:23182:100
Cinder Butte - El Cajon 100 kV,L:23160:23162:100
Everett - Mount Jackson D.P 138 kV Cir. 1,L:5229:5231:138
White Heath - Fall Riv 100 kV Ckt 1,L:23147:23525:100
Susquehanna - East Grangeville 138 kV Cir. 1,L:6341:6645:138
Sand Hill - Glendale Hts 138 kV Line 1,L:18320:18322:138
Ramer - Trinity Dam 100 kV Line 1,L:23063:23292:100
Pine Ridge - Deedsville 138 kV #1,L:16481:16486:138
Blackberry - Rancho Santa Fe 100 kV,L:19013:19107:100
Sjve Madera - Mammoth Pacific 2 138 kV Ckt 1,L:5850:5851:138
Unionville - Pacheco Substation 138 kV Ckt 1,L:6534:6551:138
Vly Springs Substation - Converse Flats 138 kV #1,L:6036:6056:138
E J West - Bearwallow 138 kV Ckt 1,L:6662:7037:138
Ivar - Tahsis Village 138 kV Circuit 1,L:7207:18152:138
West Medway - Boomerang 500 kV #1,L:7525:8252:500
Gvrd Sewage - Sanders 138 kV Cir. 1,L:5240:5300:138
Greg Stbella Vista - East Hills 100 kV Cir. 2,L:19064:19118:100
Fiberboard - Tarpon Springs 138 kV Ckt 1,L:18575:18584:138
Wilderness Dp - Ardmore 138 kV Ckt 1,L:9327:10118:138
Hurley - Rosalia 138 kV Cir. 1,L:9266:18362:138
Tidd - Muskingum River 500 kV #1,L:19579:19594:500
Oak Lawn - Arvah B Hopkins 138 kV Ckt 1,L:9920:9932:138
Stryker - Anaverde 100 kV line,L:19861:20263:100
Pine Ridge - Montrose 138 kV Line,L:16481:16489:138
Bauer - Martin Lakes 345 kV Cir. 1,L:7184:7221:345
Flournoy - Twin Cities-Snodgrass 138 kV #1,L:8356:8376:138
Maunabo Tc - Federalgen Tap 138 kV #1,L:7416:7418:138
La Quinta - Betzwood 138 kV Ckt 1,L:6268:6771:138
Moize Crk - Georgia Pacific Paper 100 kV,L:23005:23499:100
Divide - Whiteside 138 kV Cir. 1,L:8088:8090:138
S O Purdom - Las Cruces 138 kV,L:17223:17471:138
Copper Mountain Solar 2 - Foothill 138 kV,L:7710:8030:138
Middletown - S Fork 138 kV Circuit 1,L:6428:6450:138
Neosho - Tucannon Riv 138 kV Line,L:8789:8791:138
Claypool Hill - Coal Crk 138 kV,L:9562:9603:138
Los Ositos - Rancho Seco 100 kV,L:23262:23263:100
Fairground - Glendon 138 kV line,L:5929:6800:138
Tilton - Berwind 138 kV Circuit 1,L:10356:11200:138
