project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q19-1369,2021-09-02,Q19-1369,83.8,,,0,0,0.0,,,A
Q20-1379,2021-08-19,Q20-1379,136.2,,3.0,3,3,4608000.0,423.0,,A
Q20-1404,2021-08-30,Q20-1404,500.0,,,0,0,0.0,,,A
Q20-1439,2021-08-20,Q20-1439,721.6,,18.0,18,18,10173000.0,483.0,,A
Q20-1470,2021-09-01,Q20-1470,109.6,,5.0,5,5,10059000.0,,,C
Q20-1491,2021-08-20,Q20-1491,98.0,,3.0,3,3,4056000.0,,,C
Q20-1506,2021-09-01,Q20-1506,159.8,,25.0,25,25,8782000.0,544.0,,B
Q20-1511,2021-09-03,Q20-1511,95.5,,,0,0,0.0,548.0,,A
Q20-1514,2021-08-25,Q20-1514,44.6,,,0,0,0.0,550.0,,A
Q20-1547,2021-08-19,Q20-1547,148.7,,9.0,9,8,6903000.0,,,A
Q20-1556,2021-08-31,Q20-1556,114.5,,13.0,13,11,3301000.0,,,A
Q20-1558,2021-08-30,Q20-1558,122.0,,,0,0,0.0,594.0,,C
Q20-1582,2021-08-29,Q20-1582,204.6,,6.0,6,6,1978000.0,618.0,,B
Q19-1286,2021-09-28,Q19-1286,259.0,,,0,0,0.0,343.0,,C
Q19-1287,2021-10-01,Q19-1287,195.3,,8.0,8,8,7145000.0,,,C
Q19-1294,2021-09-20,Q19-1294,91.8,,,0,0,0.0,350.0,,A
Q19-1331,2021-10-01,Q19-1331,231.2,,,0,0,0.0,376.0,,B
Q19-1353,2021-09-18,Q19-1353,201.9,,,0,0,0.0,396.0,,A
Q20-1376,2021-09-21,Q20-1376,1500.0,,25.0,25,25,143430000.0,,,A
Q20-1377,2021-09-30,Q20-1377,382.7,,2.0,2,2,1833000.0,414.0,,C
Q20-1390,2021-09-22,Q20-1390,150.6,,6.0,6,6,5475000.0,,,C
Q20-1392,2021-10-03,Q20-1392,73.7,,9.0,9,9,33724000.0,,,A
Q20-1395,2021-09-18,Q20-1395,115.5,,,0,0,0.0,,,B
Q20-1417,2021-09-22,Q20-1417,218.7,,8.0,8,8,14778000.0,,,B
Q20-1445,2021-09-24,Q20-1445,256.9,,,0,0,0.0,,,B
Q20-1458,2021-10-02,Q20-1458,64.6,,,0,0,0.0,,,A
Q20-1523,2021-09-21,Q20-1523,109.0,,,0,0,0.0,,,A
Q20-1544,2021-10-04,Q20-1544,209.0,,26.0,26,26,12570000.0,,,C
Q20-1596,2021-10-03,Q20-1596,164.8,,3.0,3,3,12978000.0,,,A
Q19-1299,2021-10-22,Q19-1299,87.7,,,0,0,0.0,,,A
Q19-1301,2021-10-26,Q19-1301,182.9,,1.0,1,1,110000.0,341.0,,C
Q19-1308,2021-11-02,Q19-1308,154.2,,2.0,2,2,4488000.0,344.0,,C
Q19-1333,2021-10-25,Q19-1333,56.8,,,0,0,0.0,,,B
Q19-1338,2021-10-27,Q19-1338,206.0,,2.0,2,2,9047000.0,,,C
Q20-1398,2021-11-02,Q20-1398,136.5,,,0,0,0.0,,,A
Q20-1418,2021-10-31,Q20-1418,305.9,,15.0,15,15,28297000.0,,,A
Q20-1438,2021-10-29,Q20-1438,128.1,,,0,0,0.0,459.0,,C
Q20-1464,2021-10-19,Q20-1464,127.9,,,0,0,0.0,480.0,,A
Q20-1485,2021-10-23,Q20-1485,363.4,,25.0,25,25,98126000.0,498.0,,A
Q20-1527,2021-10-20,Q20-1527,162.5,,,0,0,0.0,537.0,,C
Q20-1528,2021-10-28,Q20-1528,110.8,,12.0,12,12,22795000.0,537.0,,A
Q20-1533,2021-10-25,Q20-1533,216.0,,,0,0,0.0,544.0,,A
Q20-1538,2021-11-02,Q20-1538,51.5,,7.0,7,5,2937000.0,549.0,,A
Q20-1539,2021-10-25,Q20-1539,636.1,,25.0,25,25,76214000.0,549.0,,A
Q20-1566,2021-10-17,Q20-1566,72.2,,1.0,1,1,292000.0,,,C
Q20-1568,2021-11-03,Q20-1568,320.5,,19.0,19,19,30769000.0,577.0,,A
Q20-1583,2021-10-23,Q20-1583,43.0,,18.0,18,18,102808000.0,,,B
Q20-1584,2021-10-21,Q20-1584,101.5,,2.0,2,2,543000.0,,,B
Q20-1594,2021-11-01,Q20-1594,83.2,,2.0,2,2,1914000.0,,,A
Q20-1595,2021-10-31,Q20-1595,215.6,,25.0,25,25,19468000.0,,,C
Q20-1600,2021-10-31,Q20-1600,202.0,,4.0,4,4,15785000.0,606.0,,A
Q20-1615,2021-10-30,Q20-1615,210.6,,2.0,2,2,438000.0,621.0,,C
Q20-1371,2021-12-02,Q20-1371,210.2,,5.0,5,4,8546000.0,382.0,,A
Q20-1408,2021-12-02,Q20-1408,78.4,,,0,0,0.0,,,A
Q20-1410,2021-11-23,Q20-1410,178.7,,8.0,8,8,46198000.0,418.0,,A
Q20-1415,2021-11-26,Q20-1415,1383.8,,17.0,17,17,87067000.0,,,A
Q20-1430,2021-11-19,Q20-1430,28.7,,,0,0,0.0,438.0,,A
Q20-1551,2021-12-01,Q20-1551,140.2,,,0,0,0.0,,,C
Q20-1555,2021-11-24,Q20-1555,95.7,,9.0,9,5,643000.0,550.0,,C
Q20-1572,2021-11-22,Q20-1572,60.7,,,0,0,0.0,,,A
Q20-1591,2021-11-23,Q20-1591,142.8,,,0,0,0.0,584.0,,A
Q20-1607,2021-12-02,Q20-1607,88.1,,14.0,14,11,8888000.0,598.0,,A
Q20-1612,2021-11-27,Q20-1612,25.7,,6.0,6,6,684000.0,,,C
Q20-1616,2021-11-26,Q20-1616,73.0,,,0,0,0.0,,,A
Q20-1624,2021-11-27,Q20-1624,110.4,,3.0,3,3,5170000.0,,,A
Q19-1315,2021-12-22,Q19-1315,92.4,,,0,0,0.0,,,C
Q19-1330,2022-01-01,Q19-1330,279.7,,20.0,20,20,102065000.0,,,A
Q19-1340,2021-12-25,Q19-1340,389.0,,,0,0,0.0,,,A
Q19-1347,2021-12-18,Q19-1347,175.9,,,0,0,0.0,,,A
Q19-1357,2021-12-18,Q19-1357,129.9,,4.0,4,3,980000.0,355.0,,C
Q19-1367,2021-12-23,Q19-1367,119.2,,,0,0,0.0,,,B
Q20-1380,2021-12-30,Q20-1380,85.6,,3.0,3,3,2119000.0,,,B
Q20-1385,2021-12-26,Q20-1385,145.1,,1.0,1,1,67000.0,,,C
Q20-1432,2021-12-22,Q20-1432,180.1,,5.0,5,5,12209000.0,424.0,,A
Q20-1451,2021-12-24,Q20-1451,77.9,,,0,0,0.0,,,C
Q20-1459,2021-12-26,Q20-1459,237.3,,,0,0,0.0,447.0,,B
Q20-1474,2021-12-21,Q20-1474,75.0,,26.0,26,26,12660000.0,,,A
Q20-1526,2021-12-29,Q20-1526,79.0,,24.0,24,24,14604000.0,506.0,,A
Q20-1560,2021-12-31,Q20-1560,210.6,,3.0,3,2,12379000.0,536.0,,A
Q20-1570,2021-12-16,Q20-1570,149.5,,3.0,3,3,6164000.0,,,C
Q20-1578,2022-01-03,Q20-1578,77.0,,8.0,8,8,27695000.0,,,A
Q20-1580,2021-12-27,Q20-1580,157.1,,4.0,4,4,11193000.0,,,A
Q20-1613,2021-12-31,Q20-1613,157.6,,,0,0,0.0,,,A
Q20-1617,2021-12-26,Q20-1617,77.1,,2.0,2,2,1740000.0,,,A
Q20-1636,2022-01-01,Q20-1636,51.1,,5.0,5,5,7652000.0,,,A
Q19-1349,2022-01-23,Q19-1349,23.4,,1.0,1,1,35000.0,,,B
Q19-1355,2022-01-30,Q19-1355,68.4,,,0,0,0.0,,,C
Q20-1383,2022-01-30,Q20-1383,109.0,,,0,0,0.0,,,A
Q20-1389,2022-01-19,Q20-1389,134.9,,,0,0,0.0,372.0,,A
Q20-1403,2022-01-24,Q20-1403,297.8,,,0,0,0.0,385.0,,B
Q20-1422,2022-02-02,Q20-1422,106.2,,,0,0,0.0,,,B
Q20-1448,2022-01-25,Q20-1448,204.3,,4.0,4,4,64371000.0,426.0,,A
Q20-1466,2022-01-25,Q20-1466,181.9,,3.0,3,3,1395000.0,438.0,,A
Q20-1484,2022-01-31,Q20-1484,144.2,,,0,0,0.0,455.0,,C
Q20-1496,2022-01-23,Q20-1496,188.7,,3.0,3,2,735000.0,466.0,,C
Q20-1546,2022-02-02,Q20-1546,94.8,,5.0,5,5,9964000.0,,,C
Q20-1602,2022-01-20,Q20-1602,81.4,,,0,0,0.0,,,B
Q20-1618,2022-01-16,Q20-1618,122.9,,50.0,50,50,31329000.0,,,C
Q21-1663,2022-01-24,Q21-1663,400.4,,,0,0,0.0,,,B
Q21-1666,2022-01-30,Q21-1666,185.5,,13.0,13,13,59627000.0,621.0,,C
Q21-1674,2022-01-18,Q21-1674,100.7,,,0,0,0.0,628.0,,C
Q21-1681,2022-01-16,Q21-1681,390.6,,3.0,3,3,62825000.0,,,A
Q20-1386,2022-02-25,Q20-1386,195.5,,,0,0,0.0,,,A
Q20-1393,2022-03-03,Q20-1393,390.5,,2.0,2,2,915000.0,,,C
Q20-1394,2022-02-20,Q20-1394,63.2,,1.0,1,1,3163000.0,360.0,,A
Q20-1396,2022-02-17,Q20-1396,97.6,,1.0,1,1,167000.0,361.0,,C
Q20-1434,2022-02-24,Q20-1434,287.6,,2.0,2,2,2001000.0,398.0,,C
Q20-1440,2022-02-16,Q20-1440,163.8,,14.0,14,12,78750000.0,402.0,,B
Q20-1444,2022-02-16,Q20-1444,80.5,,8.0,8,8,44772000.0,,,A
Q20-1477,2022-03-02,Q20-1477,79.1,,,0,0,0.0,430.0,,A
Q20-1486,2022-02-25,Q20-1486,141.5,,,0,0,0.0,440.0,,C
Q20-1490,2022-02-26,Q20-1490,108.3,,3.0,3,3,543000.0,,,A
Q20-1518,2022-02-15,Q20-1518,113.7,,,0,0,0.0,469.0,,A
Q20-1531,2022-02-22,Q20-1531,96.4,,,0,0,0.0,482.0,,A
Q20-1532,2022-02-26,Q20-1532,131.1,,10.0,10,10,7309000.0,483.0,,A
Q20-1561,2022-03-06,Q20-1561,181.8,,10.0,10,10,14123000.0,,,B
Q20-1593,2022-03-02,Q20-1593,161.2,,3.0,3,3,32364000.0,,,A
Q20-1599,2022-02-27,Q20-1599,746.5,,25.0,25,25,113840000.0,,,C
Q20-1603,2022-02-23,Q20-1603,437.3,,,0,0,0.0,548.0,,C
Q20-1608,2022-02-20,Q20-1608,187.5,,,0,0,0.0,553.0,,A
Q20-1639,2022-02-19,Q20-1639,50.8,,25.0,25,25,1240000.0,,,A
Q21-1641,2022-02-24,Q21-1641,226.8,,,0,0,0.0,579.0,,A
Q21-1643,2022-02-27,Q21-1643,439.0,,33.0,33,33,187780000.0,,,B
Q21-1662,2022-03-02,Q21-1662,142.3,,1.0,1,1,1272000.0,,,A
Q21-1683,2022-02-20,Q21-1683,104.1,,3.0,3,3,7774000.0,,,A
Q21-1689,2022-03-06,Q21-1689,288.9,,,0,0,0.0,621.0,,A
Q21-1712,2022-02-23,Q21-1712,57.9,,1.0,1,1,20000.0,643.0,,B
Q20-1419,2022-04-03,Q20-1419,132.8,,1.0,1,1,409000.0,,,A
Q20-1452,2022-03-19,Q20-1452,89.6,,1.0,1,1,457000.0,402.0,,C
Q20-1453,2022-03-31,Q20-1453,128.1,,,0,0,0.0,,,A
Q20-1478,2022-03-17,Q20-1478,186.4,,6.0,6,6,22967000.0,422.0,,A
Q20-1502,2022-03-16,Q20-1502,222.6,,4.0,4,4,7196000.0,444.0,,A
Q20-1510,2022-04-01,Q20-1510,188.7,,5.0,5,5,17387000.0,,,A
Q20-1519,2022-03-30,Q20-1519,59.7,,1.0,1,1,15000.0,459.0,,A
Q20-1552,2022-03-30,Q20-1552,70.3,,25.0,25,25,2005000.0,,,C
Q20-1557,2022-03-30,Q20-1557,231.7,,25.0,25,24,4966000.0,,,A
Q20-1559,2022-03-31,Q20-1559,270.0,,,0,0,0.0,,,A
Q20-1590,2022-04-03,Q20-1590,319.1,,5.0,5,5,24790000.0,,,A
Q20-1626,2022-03-21,Q20-1626,54.6,,24.0,24,24,125325000.0,,,A
Q21-1644,2022-03-22,Q21-1644,109.2,,,0,0,0.0,568.0,,A
Q21-1646,2022-03-31,Q21-1646,122.3,,6.0,6,6,10438000.0,,,C
Q21-1665,2022-03-15,Q21-1665,95.3,,2.0,2,2,309000.0,,,A
Q21-1668,2022-03-21,Q21-1668,128.8,,14.0,14,14,13858000.0,,,C
Q21-1671,2022-03-18,Q21-1671,116.7,,25.0,25,25,10111000.0,,,C
Q21-1685,2022-03-30,Q21-1685,202.3,,25.0,25,25,4197000.0,,,C
Q21-1698,2022-03-29,Q21-1698,1194.1,,1.0,1,1,16913000.0,,,A
Q21-1716,2022-03-15,Q21-1716,126.0,,30.0,30,30,17929000.0,635.0,,A
Q21-1740,2022-03-21,Q21-1740,56.5,,3.0,3,3,7046000.0,657.0,,C
Q20-1447,2022-04-26,Q20-1447,43.5,,2.0,2,2,932000.0,379.0,,C
Q20-1450,2022-04-27,Q20-1450,179.8,,,0,0,0.0,382.0,,C
Q20-1456,2022-04-27,Q20-1456,285.4,,9.0,9,9,1862000.0,387.0,,A
Q20-1467,2022-04-20,Q20-1467,198.5,,,0,0,0.0,,,C
Q20-1469,2022-04-18,Q20-1469,377.8,,,0,0,0.0,,,B
Q20-1472,2022-05-01,Q20-1472,170.9,,,0,0,0.0,399.0,,A
Q20-1489,2022-04-18,Q20-1489,39.0,,9.0,9,9,1407000.0,,,A
Q20-1497,2022-04-27,Q20-1497,559.6,,18.0,18,18,10882000.0,421.0,,C
Q20-1522,2022-04-15,Q20-1522,77.3,,6.0,6,6,3804000.0,,,A
Q20-1535,2022-05-04,Q20-1535,453.2,,5.0,5,5,92176000.0,,,C
Q20-1537,2022-04-26,Q20-1537,186.3,,5.0,5,5,6250000.0,,,A
Q20-1549,2022-04-21,Q20-1549,110.5,,6.0,6,5,6173000.0,,,A
Q20-1575,2022-04-17,Q20-1575,241.2,,11.0,11,11,5373000.0,492.0,,A
Q20-1577,2022-05-04,Q20-1577,172.0,,2.0,2,2,2422000.0,494.0,,B
Q20-1635,2022-04-17,Q20-1635,45.0,,1.0,1,1,562000.0,,,A
Q21-1659,2022-04-25,Q21-1659,51.0,,2.0,2,2,3903000.0,,,C
Q21-1669,2022-05-03,Q21-1669,185.1,,14.0,14,11,17817000.0,572.0,,C
Q21-1679,2022-04-17,Q21-1679,106.4,,,0,0,0.0,,,B
Q21-1690,2022-04-27,Q21-1690,271.6,,,0,0,0.0,589.0,,C
Q21-1694,2022-04-24,Q21-1694,86.7,,8.0,8,8,337000.0,,,C
Q21-1708,2022-04-19,Q21-1708,42.1,,,0,0,0.0,606.0,,A
Q21-1721,2022-04-21,Q21-1721,62.9,,25.0,25,25,12291000.0,619.0,,C
Q21-1723,2022-04-25,Q21-1723,276.9,,2.0,2,2,317000.0,,,A
Q21-1743,2022-04-18,Q21-1743,60.2,,1.0,1,1,43000.0,639.0,,A
Q21-1769,2022-04-23,Q21-1769,203.9,,,0,0,0.0,,,A
Q20-1463,2022-05-25,Q20-1463,89.7,,,0,0,0.0,376.0,,A
Q20-1468,2022-05-20,Q20-1468,201.6,,9.0,9,9,1524000.0,,,A
Q20-1494,2022-05-18,Q20-1494,58.8,,1.0,1,1,545000.0,,,A
Q20-1517,2022-05-31,Q20-1517,77.2,,,0,0,0.0,424.0,,C
Q20-1524,2022-06-02,Q20-1524,113.0,,,0,0,0.0,430.0,,B
Q20-1536,2022-05-27,Q20-1536,267.6,,1.0,1,1,5754000.0,,,B
Q20-1541,2022-05-24,Q20-1541,143.9,,9.0,9,8,5947000.0,446.0,,B
Q20-1543,2022-05-20,Q20-1543,118.0,,,0,0,0.0,448.0,,B
Q20-1548,2022-06-03,Q20-1548,153.2,,20.0,20,20,27307000.0,453.0,,A
Q20-1587,2022-05-26,Q20-1587,90.6,,,0,0,0.0,484.0,,A
Q20-1592,2022-05-20,Q20-1592,221.5,,1.0,1,1,675000.0,489.0,,A
Q20-1629,2022-05-16,Q20-1629,64.5,,42.0,42,42,16201000.0,,,C
Q20-1634,2022-05-31,Q20-1634,90.7,,6.0,6,6,1544000.0,522.0,,C
Q21-1699,2022-05-16,Q21-1699,207.8,,8.0,8,8,28647000.0,577.0,,A
Q21-1700,2022-05-20,Q21-1700,331.3,,8.0,8,8,31907000.0,,,C
Q21-1713,2022-05-18,Q21-1713,219.6,,25.0,25,25,4617000.0,,,A
Q21-1714,2022-05-29,Q21-1714,68.9,,1.0,1,1,91000.0,592.0,,B
Q21-1768,2022-05-22,Q21-1768,100.8,,,0,0,0.0,641.0,,A
Q20-1471,2022-06-21,Q20-1471,131.4,,7.0,7,7,680000.0,,,A
Q20-1482,2022-06-28,Q20-1482,642.1,,3.0,3,3,22432000.0,,,B
Q20-1483,2022-06-27,Q20-1483,52.8,,5.0,5,5,2774000.0,,,A
Q20-1495,2022-06-17,Q20-1495,57.4,,,0,0,0.0,384.0,,A
Q20-1509,2022-06-15,Q20-1509,218.9,,9.0,9,9,21495000.0,397.0,,A
Q20-1513,2022-06-18,Q20-1513,53.7,,,0,0,0.0,,,A
Q20-1529,2022-07-04,Q20-1529,78.3,,2.0,2,2,15000.0,,,C
Q20-1530,2022-06-28,Q20-1530,272.4,,7.0,7,5,48216000.0,,,C
Q20-1581,2022-06-15,Q20-1581,299.7,,11.0,11,11,19959000.0,458.0,,A
Q20-1585,2022-06-29,Q20-1585,339.9,,14.0,14,14,48794000.0,462.0,,C
Q20-1605,2022-07-02,Q20-1605,103.9,,2.0,2,2,4671000.0,477.0,,C
Q20-1611,2022-07-01,Q20-1611,163.7,,1.0,1,1,264000.0,482.0,,B
Q20-1640,2022-06-22,Q20-1640,36.0,,6.0,6,6,19246000.0,,,A
Q21-1651,2022-06-26,Q21-1651,168.7,,,0,0,0.0,,,C
Q21-1696,2022-06-25,Q21-1696,302.3,,,0,0,0.0,,,A
Q21-1746,2022-06-22,Q21-1746,37.9,,3.0,3,3,2845000.0,597.0,,A
Q21-1751,2022-06-20,Q21-1751,68.9,,5.0,5,5,7580000.0,,,A
Q21-1752,2022-07-03,Q21-1752,71.5,,3.0,3,3,487000.0,,,A
Q21-1771,2022-06-17,Q21-1771,73.4,,3.0,3,3,294000.0,,,A
Q21-1780,2022-06-29,Q21-1780,70.4,,25.0,25,25,46464000.0,629.0,,A
Q21-1785,2022-06-30,Q21-1785,79.7,,10.0,10,10,3347000.0,634.0,,C
Q21-1786,2022-06-15,Q21-1786,124.4,,,0,0,0.0,635.0,,A
Q21-1798,2022-06-21,Q21-1798,95.5,,3.0,3,3,1645000.0,,,A
Q21-1825,2022-06-21,Q21-1825,66.2,,6.0,6,6,2482000.0,672.0,,C
Q21-1836,2022-06-20,Q21-1836,212.7,,6.0,6,6,9063000.0,681.0,,A
Q20-1475,2022-07-30,Q20-1475,100.4,,,0,0,0.0,350.0,,B
Q20-1476,2022-07-30,Q20-1476,1500.0,,,0,0,0.0,,,C
Q20-1479,2022-07-28,Q20-1479,86.1,,,0,0,0.0,354.0,,A
Q20-1492,2022-07-29,Q20-1492,178.1,,,0,0,0.0,,,A
Q20-1501,2022-07-21,Q20-1501,113.2,,6.0,6,6,3334000.0,373.0,,A
Q20-1508,2022-08-01,Q20-1508,139.7,,,0,0,0.0,377.0,,B
Q20-1550,2022-07-30,Q20-1550,50.3,,1.0,1,1,182000.0,,,B
Q20-1565,2022-07-19,Q20-1565,191.5,,13.0,13,13,13156000.0,,,A
Q20-1573,2022-08-02,Q20-1573,134.0,,,0,0,0.0,,,A
Q21-1655,2022-07-22,Q21-1655,223.5,,2.0,2,2,471000.0,498.0,,C
Q21-1656,2022-07-22,Q21-1656,185.7,,9.0,9,9,62615000.0,498.0,,C
Q21-1680,2022-07-29,Q21-1680,228.1,,25.0,25,25,2541000.0,,,A
Q21-1738,2022-07-19,Q21-1738,127.0,,4.0,4,4,1858000.0,,,C
Q21-1754,2022-07-17,Q21-1754,132.5,,,0,0,0.0,586.0,,A
Q21-1758,2022-07-26,Q21-1758,274.0,,7.0,7,5,11211000.0,590.0,,A
Q21-1761,2022-07-29,Q21-1761,140.2,,5.0,5,5,1021000.0,,,A
Q21-1804,2022-07-29,Q21-1804,244.1,,,0,0,0.0,631.0,,A
Q21-1858,2022-07-25,Q21-1858,137.9,,10.0,10,10,41768000.0,680.0,,A
Q20-1505,2022-08-19,Q20-1505,47.6,,6.0,6,6,4028000.0,,,A
Q20-1512,2022-08-15,Q20-1512,303.6,,,0,0,0.0,365.0,,A
Q20-1516,2022-08-23,Q20-1516,185.3,,1.0,1,1,1522000.0,369.0,,B
Q20-1525,2022-08-18,Q20-1525,165.0,,6.0,6,6,15782000.0,379.0,,C
Q20-1574,2022-08-29,Q20-1574,144.4,,,0,0,0.0,417.0,,A
Q20-1586,2022-08-26,Q20-1586,122.9,,8.0,8,8,1607000.0,426.0,,A
Q20-1604,2022-08-21,Q20-1604,66.3,,17.0,17,17,106910000.0,,,A
Q20-1606,2022-08-17,Q20-1606,137.8,,,0,0,0.0,,,C
Q20-1621,2022-08-23,Q20-1621,107.5,,,0,0,0.0,,,C
Q21-1653,2022-09-01,Q21-1653,61.3,,,0,0,0.0,,,C
Q21-1677,2022-08-30,Q21-1677,133.3,,2.0,2,2,1570000.0,498.0,,A
Q21-1692,2022-08-18,Q21-1692,49.0,,1.0,1,1,148000.0,510.0,,C
Q21-1706,2022-08-27,Q21-1706,209.2,,17.0,17,17,10452000.0,522.0,,B
Q21-1718,2022-08-23,Q21-1718,132.2,,,0,0,0.0,533.0,,B
Q21-1720,2022-09-03,Q21-1720,157.1,,19.0,19,19,64280000.0,536.0,,C
Q21-1732,2022-08-28,Q21-1732,233.9,,11.0,11,11,51892000.0,546.0,,C
Q21-1733,2022-09-01,Q21-1733,295.6,,1.0,1,1,678000.0,,,B
Q21-1745,2022-09-03,Q21-1745,165.4,,,0,0,0.0,556.0,,C
Q21-1772,2022-08-19,Q21-1772,119.6,,,0,0,0.0,581.0,,A
Q21-1791,2022-08-18,Q21-1791,182.4,,8.0,8,8,6662000.0,,,A
Q21-1797,2022-08-25,Q21-1797,151.5,,1.0,1,1,33000.0,604.0,,A
Q21-1806,2022-08-21,Q21-1806,213.0,,11.0,11,10,88395000.0,,,C
Q21-1828,2022-09-03,Q21-1828,300.9,,,0,0,0.0,632.0,,A
Q21-1855,2022-08-31,Q21-1855,155.0,,25.0,25,25,23194000.0,655.0,,A
Q21-1876,2022-08-31,Q21-1876,55.9,,2.0,2,2,99000.0,,,A
Q20-1545,2022-09-18,Q20-1545,196.3,,2.0,2,2,1151000.0,,,A
Q20-1598,2022-09-22,Q20-1598,76.4,,14.0,14,14,20041000.0,411.0,,B
Q20-1610,2022-10-04,Q20-1610,1500.0,,3.0,3,3,5961000.0,,,C
Q20-1614,2022-10-04,Q20-1614,109.6,,,0,0,0.0,424.0,,A
Q20-1630,2022-09-16,Q20-1630,100.6,,2.0,2,1,773000.0,435.0,,C
Q20-1633,2022-09-17,Q20-1633,83.2,,,0,0,0.0,436.0,,C
Q21-1648,2022-10-01,Q21-1648,141.9,,,0,0,0.0,449.0,,B
Q21-1657,2022-10-04,Q21-1657,148.6,,1.0,1,1,14741000.0,,,C
Q21-1658,2022-09-17,Q21-1658,174.9,,6.0,6,6,42121000.0,459.0,,C
Q21-1686,2022-09-29,Q21-1686,57.0,,3.0,3,3,18066000.0,481.0,,A
Q21-1757,2022-09-22,Q21-1757,137.9,,2.0,2,2,263000.0,544.0,,A
Q21-1819,2022-09-18,Q21-1819,74.7,,3.0,3,3,6516000.0,600.0,,A
Q21-1820,2022-10-02,Q21-1820,1411.7,,25.0,25,23,181400000.0,,,A
Q21-1853,2022-09-24,Q21-1853,124.9,,6.0,6,6,7903000.0,,,A
Q21-1862,2022-09-16,Q21-1862,124.0,,14.0,14,14,39038000.0,637.0,,A
Q21-1892,2022-09-21,Q21-1892,105.2,,25.0,25,25,143526000.0,,,B
Q21-1904,2022-09-22,Q21-1904,280.6,,26.0,26,25,14797000.0,,,C
Q21-1906,2022-09-27,Q21-1906,132.2,,25.0,25,23,5474000.0,,,A
Q21-1927,2022-09-18,Q21-1927,128.7,,5.0,5,5,4452000.0,698.0,,B
Q21-1937,2022-09-20,Q21-1937,50.8,,,0,0,0.0,,,A
Q20-1542,2022-10-21,Q20-1542,673.7,,25.0,25,25,189528000.0,,,C
Q20-1563,2022-10-18,Q20-1563,192.0,,,0,0,0.0,,,C
Q20-1564,2022-10-31,Q20-1564,164.9,,1.0,1,1,1446000.0,,,A
Q20-1576,2022-11-02,Q20-1576,47.0,,,0,0,0.0,,,A
Q20-1619,2022-11-03,Q20-1619,156.8,,,0,0,0.0,,,B
Q20-1632,2022-10-15,Q20-1632,65.4,,,0,0,0.0,420.0,,A
Q21-1667,2022-10-17,Q21-1667,70.3,,,0,0,0.0,450.0,,C
Q21-1676,2022-10-19,Q21-1676,195.4,,,0,0,0.0,,,C
Q21-1684,2022-11-02,Q21-1684,113.4,,,0,0,0.0,463.0,,A
Q21-1697,2022-10-23,Q21-1697,147.4,,,0,0,0.0,474.0,,A
Q21-1704,2022-10-25,Q21-1704,124.4,,1.0,1,1,280000.0,,,C
Q21-1707,2022-10-25,Q21-1707,105.0,,,0,0,0.0,481.0,,A
Q21-1727,2022-10-26,Q21-1727,83.1,,8.0,8,8,5779000.0,501.0,,B
Q21-1728,2022-10-26,Q21-1728,167.8,,2.0,2,2,1328000.0,,,C
Q21-1729,2022-10-17,Q21-1729,158.9,,,0,0,0.0,502.0,,A
Q21-1734,2022-10-15,Q21-1734,786.6,,25.0,25,25,63630000.0,,,A
Q21-1741,2022-11-02,Q21-1741,205.8,,,0,0,0.0,,,B
Q21-1756,2022-10-28,Q21-1756,268.2,,1.0,1,1,594000.0,526.0,,C
Q21-1763,2022-10-18,Q21-1763,65.7,,,0,0,0.0,532.0,,B
Q21-1770,2022-10-19,Q21-1770,96.9,,,0,0,0.0,536.0,,C
Q21-1789,2022-10-30,Q21-1789,207.5,,25.0,25,25,5195000.0,,,C
Q21-1800,2022-10-30,Q21-1800,61.7,,,0,0,0.0,,,A
Q21-1807,2022-10-21,Q21-1807,177.3,,,0,0,0.0,,,C
Q21-1813,2022-10-21,Q21-1813,199.0,,5.0,5,5,6074000.0,,,A
Q21-1842,2022-10-22,Q21-1842,115.7,,3.0,3,3,8882000.0,,,C
Q21-1861,2022-10-29,Q21-1861,120.3,,4.0,4,4,199000.0,,,C
Q21-1867,2022-10-27,Q21-1867,122.0,,6.0,6,4,3245000.0,,,A
Q21-1899,2022-11-03,Q21-1899,61.3,,6.0,6,6,572000.0,,,A
Q21-1912,2022-11-02,Q21-1912,64.3,,13.0,13,13,31938000.0,669.0,,A
Q21-1918,2022-10-21,Q21-1918,573.2,,2.0,2,2,373000.0,,,A
Q21-1947,2022-10-16,Q21-1947,41.2,,25.0,25,25,3904000.0,697.0,,A
Q20-1631,2022-11-20,Q20-1631,221.7,,6.0,6,5,14747000.0,,,A
Q20-1638,2022-11-25,Q20-1638,221.3,,,0,0,0.0,,,B
Q21-1661,2022-11-24,Q21-1661,281.0,,3.0,3,3,7023000.0,,,A
Q21-1691,2022-11-19,Q21-1691,65.3,,17.0,17,17,78070000.0,452.0,,C
Q21-1693,2022-11-26,Q21-1693,101.0,,,0,0,0.0,,,B
Q21-1695,2022-11-25,Q21-1695,31.5,,,0,0,0.0,,,A
Q21-1709,2022-11-30,Q21-1709,45.5,,3.0,3,3,1234000.0,,,A
Q21-1735,2022-11-26,Q21-1735,267.3,,3.0,3,3,2073000.0,492.0,,A
Q21-1767,2022-12-03,Q21-1767,142.8,,2.0,2,2,5539000.0,,,A
